GeneSym,EntrezID,A2.A0CM,A2.A0D2,A2.A0EQ,A2.A0EV,A2.A0EX,A2.A0EY,A2.A0SW,A2.A0SX,A2.A0T3,A2.A0T6,A2.A0YC,A2.A0YD,A2.A0YF,A2.A0YG,A2.A0YM,A7.A0CE,A7.A0CJ,A7.A13F,A8.A06N,A8.A06Z,A8.A076,A8.A079,A8.A08Z,A8.A09G,AN.A04A,AN.A0AJ,AN.A0AL,AN.A0AM,AN.A0FK,AN.A0FL,AO.A03O,AO.A0J6,AO.A0J9,AO.A0JC,AO.A0JE,AO.A0JJ,AO.A0JL,AO.A0JM,AO.A126,AO.A12B,AO.A12D,AO.A12E,AO.A12F,AR.A0TR,AR.A0TT,AR.A0TV,AR.A0TX,AR.A0U4,AR.A1AP,AR.A1AS,AR.A1AV,AR.A1AW,BH.A0AV,BH.A0BV,BH.A0C1,BH.A0C7,BH.A0DD,BH.A0DG,BH.A0E1,BH.A0E9,BH.A18N,BH.A18Q,BH.A18U,C8.A12L,C8.A12T,C8.A12U,C8.A12V,C8.A12Z,C8.A130,C8.A131,C8.A134,C8.A135,C8.A138,D8.A142,E2.A154,E2.A158,E2.A15A
GRB7,2886,-0.695168466,-1.1501723,-0.711821509,-1.039218554,-0.586040802,0.66210613,-0.979124848,-1.296491194,-1.003479279,-0.737603452,-0.880287349,-0.885682098,-0.740048575,0.720572375,-1.039176368,-0.683656487,-1.064825809,-0.627505659,-0.389749237,-0.862950892,0.528886958,-0.4217407,-0.872145293,0.371066502,-0.334106659,-1.099145061,-0.918376447,-1.461724432,-0.903454358,-0.804162625,-1.18473644,-0.604855888,-0.957365202,-0.990209393,-0.323134423,-0.232234251,0.316595571,1.213815117,-0.559812559,-1.008639666,2.273098546,-0.741459795,-0.331280747,-1.12384928,-1.762963986,-0.62373817,0.359619598,-1.113029379,-0.957304829,-1.01231653,-0.616339945,-0.842768473,-0.108165133,-0.828338353,-0.72964326,-1.103054847,0.636002239,-1.205787801,-0.902505509,-0.837669167,-0.735492149,-0.759874588,1.122448682,0.145541081,-0.233078502,-1.592168864,-0.869384057,2.279829901,-0.629490671,-0.405616078,-1.22911906,1.228851197,0.059339039,-0.723266724,-0.82484682,-0.788258887,-1.17386519
KIF2C,11004,0.637647175,1.314318193,0.230322749,-0.301168628,-0.653624333,-0.248581314,0.246515365,0.671666924,0.438700786,-0.885183661,-0.159839258,-0.666779612,-0.558717895,0.32290266,-0.579716198,0.489915189,0.054243348,0.044683089,-0.348496047,-0.15894362,-1.062705824,0.906698617,-0.359634837,-0.204283579,-0.324911322,0.032054504,0.368538074,-0.148143136,-0.927878297,-0.135843525,0.384634929,-0.051179629,-0.616787783,-0.793621628,-0.152424699,-0.224622887,-0.086039438,0.513867389,-1.112550269,-0.522011064,-0.288025273,-0.08203171,0.910580902,-0.843011037,-0.027605065,0.203215348,-0.295566621,0.441520582,-0.66284922,-0.238866659,-0.046666255,-0.366082736,-0.158270668,-0.787442248,0.671326269,-0.008538777,1.103757053,-0.253026657,0.00438681,-0.134075216,-0.442798625,0.042461373,0.004308119,0.215027051,-0.115776207,0.228586848,0.224259833,-0.187074852,0.200107051,0.53796827,0.690637847,0.199934111,-0.457374115,-0.442507505,-0.804440625,-0.023665109,0.083650704
NDC80,10403,0.634551691,0.98624385,0.115955856,-0.317384068,-0.401808808,-0.203305247,0.178231167,0.225837931,0.503355622,-1.008006462,-0.215469453,-0.140749277,-0.049935795,1.11477749,0.254307844,0.734409487,-0.358329212,0.285093501,-0.684295164,0.073421395,-0.336164114,0.590213255,0.143445841,-0.255928831,-0.05772514,0.104981818,0.486785162,-0.249115863,-0.258169784,0.158804573,-0.024170168,-0.411712458,-0.286096505,-0.349424255,-0.319482758,-0.242960594,0.759930007,0.239196081,-0.582214943,-0.412630846,0.033359195,0.459547917,0.813430893,-0.483015831,0.009190822,0.753244264,-0.827504163,0.185294931,-0.644109156,-0.255433094,-0.190908155,-0.227452623,-0.204838837,-0.334192983,0.523320155,-0.079422254,0.900442363,-0.218890891,0.382920862,-0.260970252,-0.406234362,0.120736753,0.490981882,0.736731122,0.069122917,0.335860014,-0.047901482,-0.257489597,0.128990574,0.333912882,0.384122962,-0.295117299,0.05006934,0.152529462,-0.55398166,-0.509490869,-0.262111998
KRT14,3861,1.738783193,-1.648888521,-2.603296036,-1.073319277,-0.344029957,-0.700222009,-1.55111714,0.522142687,0.187148041,-0.928723433,-0.517197536,0.498911961,0.249319537,-0.720157055,-0.475577162,-1.141881744,-0.747439165,-0.392657517,-1.308085593,-0.253107686,-1.92563697,-1.4915765,-2.184983738,-0.277374604,1.310520878,-2.303281113,-0.979454965,-1.512890911,-0.39550771,-1.743217638,-0.809688799,0.336843565,-0.307980867,-2.092587424,-1.676307242,-0.991509655,-1.605172909,-2.445784478,-1.587754481,-1.437933061,-0.563152229,0.210936735,0.393786629,-1.222223349,-0.982643475,-2.275516907,-1.452853635,-1.600171783,0.207577415,-1.312512822,-1.291044689,-2.537648832,0.416450815,-0.249177706,-2.396515079,0.091303247,-1.19552703,-0.312960175,-0.218248266,1.418095315,-0.944420641,1.327402055,-1.468015477,-0.631286999,0.726646069,-1.708516366,-0.041660672,-1.629093973,-0.504216458,-1.583664015,-0.995853299,-0.568333259,0.815008626,-0.746395763,-1.376339566,0.262654874,-0.263039102
KRT17,3872,0.124803116,0.912913038,-1.938393478,-1.912221424,-1.130515618,-1.646856907,-2.259775656,1.72611066,0.106285777,-1.561935682,-0.299605596,-0.358794008,-0.326149021,-2.116576638,-0.658987426,2.340977554,-0.996769572,-0.839569814,-2.779515656,-0.678179069,-2.766637299,-2.397517113,-2.809001588,-0.963973063,1.801770486,-2.162119882,-0.203061768,-1.927847929,-0.956741026,-2.274544145,-1.73572688,0.110812414,-0.649279806,-2.78053648,-1.87311437,-1.611549989,-2.336889359,-2.811373324,-2.945574151,-1.965052011,-0.946484661,-0.64717358,1.140917843,-2.734150853,-2.269003955,-2.35340609,-3.448580528,-1.739455009,-0.792625727,-1.781065508,-2.69581403,-2.930574595,0.410682983,-0.623916633,-3.054223236,-0.318685619,-2.268282109,-0.454588044,-1.315943047,1.425416667,-2.734119233,1.307218179,-1.555091308,-0.38005238,-0.058024569,-2.181931827,-1.079271198,-1.594373626,-1.069805172,0.560247469,1.235180153,-1.925420426,0.489730285,0.237401144,-2.196697161,0.614793602,-0.852669697
KRT5,3852,1.237155861,0.347901008,-2.437812877,-1.416020157,-0.5561899,-1.012689653,-1.852634827,1.850602989,-0.322356997,-1.419346304,-0.443981309,0.077912819,-0.251281905,-1.511068423,-0.126575147,1.846480468,-0.988298591,-0.502309794,-1.638744878,-0.659045872,-2.210422474,-1.757378805,-1.871736668,-0.947793719,0.658592781,-1.434499025,-1.687653249,-1.799981208,-1.003179525,-1.927411484,-1.620409244,0.015446576,-0.725230336,-1.927032656,-1.492121813,-1.274076952,-1.90771618,-2.022482348,-2.083416363,-1.620570813,-0.582213913,-0.065400566,0.447470882,-2.046833022,-2.229130627,-1.735663692,-1.607199841,-1.653665595,-0.940969988,-1.192923567,-1.544433893,-2.346929584,0.160961333,-0.967158044,-1.351721351,-0.632433925,-1.571399333,-0.421041515,-0.58186773,1.332129515,-2.169241737,0.763153911,-1.801247086,-0.087570826,0.406095131,-1.688545942,0.50859348,-1.773098861,-0.841262264,0.077424246,1.225788027,-1.332582086,0.0443384,-0.958227793,-1.830784774,-2.550643601,-1.124560108
MAPT,4137,-1.427616781,-1.545721515,-1.892097864,-0.641504576,1.08825956,-1.585016169,-0.657381454,-1.331921237,0.762684159,-0.085980328,1.147758453,-0.389359435,-0.32584568,-1.025963612,-1.535754267,-1.256223705,-0.304502961,-0.550663299,-0.783525624,2.020898388,-0.973250707,0.60456446,0.919570693,-1.19592195,0.81190674,-0.18202891,-1.987199445,-1.660651498,0.694719845,-2.496763159,0.175584097,-0.428596043,0.606329143,1.090331608,-0.658909758,-2.007591011,-0.995172608,-1.749110676,1.26288221,0.759883978,-0.757664037,0.577808367,-1.108909733,0.831114718,-0.855930434,-1.38755654,-0.873454325,-2.040340666,-0.270268386,1.235988114,1.197394812,0.801033312,-1.024622506,-0.296704533,-2.578447089,1.267063324,0.319600869,-1.547853806,-1.026106516,-0.022876631,0.887437339,-1.94409523,-1.54001775,-1.372432595,-0.426831207,-0.632649966,-2.07450783,-2.527251396,0.515223151,-1.628044839,-2.070984411,-1.032887925,-1.371328755,-1.687287021,1.00719748,-2.402647196,-0.912920044
MKI67,4288,0.798573618,1.034275794,0.508054965,-0.736943008,-0.76603156,-0.226468115,0.160034949,0.494902615,-0.05070186,-0.747239131,-0.342865673,-0.755332933,-0.343338423,0.461210226,-0.501940018,-0.059985488,-0.767336886,0.063662471,-0.063918397,0.064860252,-0.543104219,0.098264051,-0.7923666,-0.469848006,0.134200072,0.114143498,1.045974624,-0.089998529,-1.199773897,0.26149792,0.295950383,-0.735372815,-0.403865186,-0.891428251,-0.337979703,-0.410462458,-0.172499013,0.583040956,-0.425331583,-0.771579659,-0.162811987,-0.012595819,0.180985547,-1.232663335,0.146816425,0.157313134,-0.341627773,0.906513986,-0.755737734,-0.203159603,-0.151183471,-0.407460963,0.193973879,-0.780160493,0.379031472,-0.138505454,-0.640453925,0.080860412,-0.144863847,-0.410441769,-0.920984563,-0.313077935,-0.449667667,-0.181333606,-0.081297787,0.105129096,0.601021616,-0.212380621,0.575624112,0.419474576,0.403339792,0.113269567,0.16280072,-0.280083046,-0.754348987,-0.550811766,0.003400538
MLPH,79083,-0.904532592,-1.747327983,-0.21180693,-0.890125849,0.084587711,0.773866451,0.296190701,-1.231338925,-0.477243357,0.879904248,-0.213091334,-0.252247028,1.041552049,0.312098716,-1.264909899,-1.270168546,-0.07250761,0.782183105,0.661027198,0.610566432,0.433567994,0.701054906,-0.169617884,0.541080629,1.253591773,-0.505807501,-0.38550377,-0.829576051,0.344098734,-0.546401912,-0.325980281,-0.264333013,-0.158541821,0.584787124,-0.472984044,0.481907837,-1.061296458,-0.020838224,0.761403576,0.11089178,0.037901625,0.427471802,-1.275286027,0.100326662,-0.27280945,-0.431678826,-0.537248683,-0.931624391,-0.113992322,0.220757551,0.319421895,-0.671270423,-0.384158254,0.126709617,-1.644979563,-0.557430838,-0.23779685,0.442800817,0.158151934,0.27343126,0.060891029,-1.135834018,0.146038163,-0.513950191,0.359112789,-0.169738346,-1.19988442,-0.123021772,-0.45473667,-0.359019934,-1.433032705,-0.05577308,0.146558976,-1.627652022,-0.300694537,-1.293792606,0.077238672
NAT1,9,-1.439998576,-2.097064286,-0.864654552,0.239427247,-0.708271785,-1.32056044,-0.674394285,-1.431730201,-0.964604737,1.032534614,1.357927859,1.175371211,0.203437535,0.71474367,-1.376277349,-1.091807104,-0.227713195,0.429309897,-0.609456564,1.394209531,-0.882336771,0.048123822,-0.769816781,-2.002845989,0.926046714,-1.018475838,-2.014159976,-1.562753276,1.790576303,-1.584536188,-0.810226987,0.652294287,0.641578752,1.06176211,-1.487223733,-0.010378223,-2.143856495,-0.001861053,-1.275562529,-1.122142576,-1.62286219,1.558977149,-1.926614855,1.504384563,-0.709618663,-1.616085194,-0.455306578,-1.679306991,-0.406002643,-1.169690698,2.216813405,-0.439062552,-1.02421202,-1.720996962,-1.928034849,0.408542326,2.064976003,-0.460555173,0.876429179,0.454816451,-0.936372006,-1.437059608,2.261026713,-1.349657961,0.073708518,-0.810803598,-1.841505193,-0.77997403,-0.601408593,-1.847252427,-2.170261299,-0.511199313,-0.511418583,-1.578265773,1.668921957,-1.736770665,-0.007989462
PGR,5241,-1.622406156,-1.710917065,-1.622347822,-0.199351702,0.321705008,-1.915882372,-0.58124677,-1.568061299,0.675403723,-0.324845797,0.931690991,0.410661129,-0.798905934,-0.687068365,-1.174642988,-1.125792144,1.250063007,-0.087389373,-1.207199732,-0.16029332,-1.252316184,0.519622454,1.124675495,-1.968419375,-1.585092667,1.157900002,-1.466450009,-1.440872233,1.215276888,-1.04623772,-0.479520673,0.279837557,0.467733129,-0.622745321,-1.195260146,0.050690206,-0.837544136,-2.137113485,-0.506772988,1.548837062,-1.482790612,-0.543512832,-1.15058695,1.871610284,-0.79692112,0.067856816,-0.487543504,-1.32261051,-0.806455021,0.705315705,-0.036135157,0.441303641,-1.731120746,0.22285082,-3.534303077,-1.283637978,1.4592696,-1.522440237,0.929534618,0.136227506,1.554779424,-1.5178659,-0.035734754,-1.565807585,-0.116664255,-1.339785454,-1.743713839,-1.484737399,-0.606328671,-0.871027786,-1.484752594,-1.116469792,-0.787451006,-1.54526054,1.295293787,-2.020697566,-1.171485992
