Omics,GeneSym,GeneSym_Revised,EntrezID,A2.A0CM,A2.A0D2,A2.A0EQ,A2.A0EV,A2.A0EX,A2.A0EY,A2.A0SW,A2.A0SX,A2.A0T3,A2.A0T6,A2.A0YC,A2.A0YD,A2.A0YF,A2.A0YG,A2.A0YM,A7.A0CE,A7.A0CJ,A7.A13F,A8.A06N,A8.A06Z,A8.A076,A8.A079,A8.A08Z,A8.A09G,AN.A04A,AN.A0AJ,AN.A0AL,AN.A0AM,AN.A0FK,AN.A0FL,AO.A03O,AO.A0J6,AO.A0J9,AO.A0JC,AO.A0JE,AO.A0JJ,AO.A0JL,AO.A0JM,AO.A126,AO.A12B,AO.A12D,AO.A12E,AO.A12F,AR.A0TR,AR.A0TT,AR.A0TV,AR.A0TX,AR.A0U4,AR.A1AP,AR.A1AS,AR.A1AV,AR.A1AW,BH.A0AV,BH.A0BV,BH.A0C1,BH.A0C7,BH.A0DD,BH.A0DG,BH.A0E1,BH.A0E9,BH.A18N,BH.A18Q,BH.A18U,C8.A12L,C8.A12T,C8.A12U,C8.A12V,C8.A12Z,C8.A130,C8.A131,C8.A134,C8.A135,C8.A138,D8.A142,E2.A154,E2.A158,E2.A15A
Protein,NUF2,NUF2_P,176757.252,0.310187392,2.197539878,0.097037528,-3.124251904,-1.939974056,-1.012864068,-0.088531962,-0.092542693,1.049010892,-0.193403978,-0.333573652,-0.701075183,0.533510185,2.459990693,-1.021189457,1.05987341,-0.621700651,0.32061447,-0.795143768,1.049449952,-0.38065599,0.450280786,0.04239379,-1.422510472,-0.077766128,-0.712415533,1.639844189,-0.621201793,2.257709798,0.044798699,-0.019326145,4.977996614,-0.558548008,-1.249308389,-1.155280451,-0.192418653,1.126960316,0.883548431,-0.153041954,-1.250092062,0.353738571,0.327576986,1.451567616,-0.847094287,0.19942997,1.221456588,-1.579469672,-0.015391121,-0.338724052,0.015391121,1.118649212,-0.84289816,0.457849661,-0.679815324,1.258846436,2.021857661,0.799841518,-0.502629273,0.82967252,-1.042159309,-1.00520303,-0.991833997,0.399380167,1.135373872,0.740492032,0.398517133,0.310256305,-1.563289779,0.279788633,0.722566534,0.619740678,-1.851133257,0.740880961,-1.177191054,-1.712533297,-0.489340987,-0.558126477
Protein,CENPF,CENPF_P,3993.05899,2.655917603,2.712673268,0.081298771,-0.122858383,-1.978255111,-0.815133056,1.028742161,2.326191153,1.459187193,-2.380168912,-0.111522035,-0.351642875,-0.444174846,0.621747808,0.650556756,2.854014436,-0.699540742,0.946617396,0.039514916,0.610558637,-1.364698011,2.541169266,-0.122023887,-0.996396753,-0.547762563,2.386109814,-0.80979963,-0.233492589,-0.443467558,-0.039514916,0.801437167,0.238365561,-1.244183136,-2.299639648,-0.556983697,-0.289638671,1.765887294,-0.128548118,-1.610437859,-1.647250261,0.645483784,0.175808113,4.136381471,-2.605382349,-0.945489407,-0.138968523,1.276828006,1.337949589,-1.394854932,-0.236299885,1.931281957,-2.210966237,-0.646739015,-0.244316275,0.78183225,1.208968304,3.736343011,-0.665225025,1.0470308,0.620537305,-1.464327308,-0.14804686,-0.225304923,0.564120978,0.470881592,0.094459037,0.645505044,0.142613188,0.469322463,0.837415231,2.675475461,-0.319247663,-0.068538022,0.075431081,-1.749488777,-1.252614725,0.203565891
Protein,EGFR,EGFR_P,3511.449181,1.06463343,0.730809066,4.646473605,0.321012082,0.623175872,0.018157327,-0.932898786,0.485480707,0.083212101,-0.124472437,-0.762234364,0.023210415,0.650164085,0.868714693,0.558082268,0.642022945,-1.300203701,-0.236525462,-0.769327399,1.073531673,-1.133965945,-1.248827631,-0.662566649,-0.667517654,-0.250770873,-0.734903683,2.845698066,-0.613757022,-0.508415607,2.732737786,-1.890136964,0.825548971,-0.081595319,-0.950724782,-0.212345824,0.503713904,-0.247176484,-0.1475381,-0.841027786,-1.005050258,1.062692718,0.03104952,0.667921704,-1.908352152,-0.749318661,-1.13876053,0.855542463,3.677500731,-0.427031147,-0.74646931,0.071682773,-1.145668025,0.958858359,-0.943893715,0.833490576,-0.018157327,-0.856508074,-0.041541203,0.837503009,1.232742143,0.514555327,0.299498804,0.269720382,2.076482231,-0.617282914,-0.807125092,2.060236537,-0.258909219,-0.290189474,1.760830434,1.864509818,-0.115935238,-0.238876068,1.067068603,0.018793726,1.16038853,-0.733895679
Protein,ERBB2,ERBB2_P,4385.050036,-0.487349591,-1.240465289,0.263344113,-0.889658167,0.835174364,4.634197043,-1.793753983,-1.732726957,-0.506580334,-1.101850939,0.37829272,-0.741742059,0.129347785,5.264754375,-1.07153981,-0.156021224,-1.404323085,0.71000505,0.444827576,0.068131996,4.019970137,-0.152953507,-0.739630934,2.858934696,1.010832415,-0.51849654,0.091884502,-0.826268338,-0.952136106,0.398950023,-0.390208898,-0.630047594,-0.39234795,0.235256892,3.527003721,0.736387207,-0.202559084,4.435972012,1.501221695,-0.424319554,6.776833824,0.11050882,0.454178712,0.311857562,-1.047087956,0.195520852,2.882402652,-1.244075086,-0.653276694,-0.404358404,0.516822874,0.492277018,0.815431331,-1.071011873,-0.554362616,-1.144288565,1.933653466,-1.15106749,-0.116217049,0.279016203,0.603066249,-1.333134801,4.015079514,1.822987704,1.507625315,-0.578368478,-0.068131996,6.464502441,-0.219804087,0.484358345,-0.940856003,3.929334519,1.730204179,-0.528302153,-0.79738587,-0.744127453,-0.403401572
Protein,ESR1,ESR1_P,2166.238548,-0.749143405,-0.992537932,-1.120814327,0.780564029,-0.248951506,-0.650082636,0.022082774,-1.151815404,0.306774124,-0.429056422,0.751473498,0.195027745,1.100414317,0.661514195,-0.738153423,-1.061478107,0.783050194,-0.038629929,1.931399152,1.131673891,-0.427261533,1.564273343,0.416005678,-1.961059119,0.25797932,0.131201016,-1.452423197,0.960145236,1.012894778,-1.786169674,0.620245327,0.241640849,0.738235007,1.497237021,-0.960292483,0.743137985,-1.137587102,-0.452533578,0.185837944,1.958778666,-0.570833651,0.20241283,-0.816604523,1.633122222,0.009808229,1.850924701,-0.207753258,-1.306143298,0.296299806,0.625469021,1.262353461,0.174924106,-0.508381288,0.175625812,-1.72214343,0.767749127,0.676473342,-0.45907641,-0.214605674,0.464123687,1.246549822,-1.247706548,-0.204093432,-0.779058643,-0.009808229,-0.330974413,-0.850271711,-0.55047812,-0.15826585,-0.783600238,-1.594759339,-0.118751196,-0.628715097,-1.11735721,0.822070678,-0.934635453,0.105753061
Protein,FOXA1,FOXA1_P,6942.441376,-2.197440467,-4.042656009,0.168926505,-1.10601849,-0.346931906,-0.436801857,0.194715299,-3.640547743,-0.782694437,1.138520232,0.658194712,-0.415168284,0.250369897,0.65956688,-3.381888189,-2.313376346,0.850378925,-0.06310831,1.024468905,1.303448342,-0.040843158,1.177606073,0.825480342,1.186770955,0.591817645,1.828195006,-2.445995787,-0.649253651,0.885238766,-1.857084406,0.962668784,-0.179759485,0.596129765,0.306927458,-1.027873039,0.682217155,-3.356402069,-0.004695566,1.177142063,2.01105903,-0.122906645,0.108053843,-2.921319008,1.969498275,-0.220624341,0.122707813,0.009698927,-1.680798072,0.032573766,0.175430409,1.88877171,-0.240591841,-1.317416503,0.747881483,-5.004468173,1.28442531,0.8508959,0.092817669,-0.108930945,0.051199349,0.439651941,-2.780841456,-0.198828968,-1.079103522,0.004695566,-0.438999192,-2.671265228,-0.199581617,0.575512975,-0.73349151,-2.397349033,-0.396788151,0.291243919,-1.781012245,0.519196042,-3.07927235,-0.286853161
Protein,GRB7,GRB7_P,7164.409678,0.113136161,-1.016107561,0.071806082,-0.740738846,0.383972844,3.481665613,-0.591596278,-1.379246682,-0.652039919,0.007819594,-0.34629807,-0.359686938,0.001751206,3.626769094,-0.740634147,0.141706975,-0.804291787,0.281063977,0.87113581,-0.303271871,3.15103782,0.791738328,-0.326090843,2.759353738,1.00923142,-0.889466453,-0.440828866,-1.789328054,-0.403794727,-0.157369185,-1.101889998,0.337276935,-0.537592461,-0.619106272,1.036462682,1.262061767,2.624165961,4.850915415,0.449066974,-0.664847139,7.47988043,-0.001751206,1.016244863,-0.95077821,-2.536954446,0.290414257,2.730944429,-0.923925018,-0.537442625,-0.673972503,0.308775419,-0.253182469,1.56998065,-0.217369315,0.027575465,-0.899169891,3.416880104,-1.15413597,-0.401439842,-0.240526841,0.013059497,-0.047453655,4.624159143,2.199637211,1.259966477,-2.113069405,-0.319237915,7.496586532,0.276137507,0.831756954,-1.212040268,4.888232461,1.985698102,0.043400965,-0.208703912,-0.117898757,-1.074909367
Protein,KIF2C,KIF2C_P,25426.78769,1.706552973,3.270112818,0.765362794,-0.462735577,-1.277142538,-0.341223926,0.802778501,1.785161207,1.246854572,-1.812198507,-0.136170789,-1.307539977,-1.057845581,0.979283928,-1.106365619,1.365193886,0.358502335,0.336411782,-0.572093374,-0.13410127,-2.222392705,2.328240647,-0.597831383,-0.238866713,-0.517596982,0.307231356,1.084732069,-0.109144972,-1.910851496,-0.080724695,1.121926504,0.114905182,-1.192025622,-1.600629348,-0.119038229,-0.285864034,0.034355851,1.420539389,-2.337566506,-0.973028402,-0.43236569,0.043616367,2.337211306,-1.714751713,0.169378095,0.702726679,-0.449791217,1.253370175,-1.298458159,-0.318776616,0.125334076,-0.612730316,-0.132546303,-1.586350873,1.784374067,0.213433894,2.783576622,-0.351495623,0.243300592,-0.076638726,-0.789995014,0.331278141,0.243118764,0.730019565,-0.034355851,0.761351709,0.751353428,-0.199103115,0.695544447,1.476228444,1.828996649,0.695144841,-0.823674084,-0.789322333,-1.625628423,0.178482013,0.426452875
Protein,NDC80,NDC80_P,27285.60243,1.758850425,2.681286183,0.398651371,-0.737934222,-0.959367646,-0.438722593,0.561990167,0.686855565,1.414742824,-2.549333125,-0.47062748,-0.274647671,-0.036457535,3.018410632,0.761527874,2.020762439,-0.84532719,0.842274033,-1.700286967,0.287089863,-0.787191464,1.642557361,0.470753477,-0.576746357,-0.056887819,0.369868116,1.371280994,-0.558876965,-0.582624041,0.511037126,0.031121838,-0.985343434,-0.655871639,-0.821970824,-0.743438771,-0.542732618,2.087698933,0.721891988,-1.432545866,-0.987752228,0.182012724,1.299841787,2.228023729,-1.172361481,0.118622708,2.070163233,-2.075902682,0.58051736,-1.594885099,-0.575446113,-0.406206881,-0.502057537,-0.44274497,-0.782021484,1.467106798,-0.113796093,2.456241758,-0.479601399,1.098860521,-0.589969248,-0.97097521,0.411190947,1.38228836,2.026851739,0.2758156,0.975426978,-0.031121838,-0.580840012,0.43283948,0.970319943,1.102013449,-0.679531828,0.225840927,0.494578451,-1.358494201,-1.241801533,-0.592963876
Protein,KRT14,KRT14_P,3952.586575,2.576541478,-0.890789835,-1.86763982,-0.301686335,0.4447519,0.08018415,-0.790719403,1.33129221,0.988420313,-0.153690384,0.267512362,1.307515224,1.052053744,0.05978034,0.310111421,-0.371861018,0.031856703,0.394980884,-0.541973077,0.537812168,-1.174045901,-0.729778691,-1.439491093,0.512974624,2.138208765,-1.560570179,-0.205614845,-0.751594301,0.39206367,-0.987337059,-0.031856703,1.141635861,0.481648668,-1.344922121,-0.918853295,-0.217952996,-0.84604627,-1.706424447,-0.828218255,-0.674873851,0.220477065,1.012768388,1.199917916,-0.45409182,-0.208878332,-1.53215311,-0.690145275,-0.840927544,1.009330075,-0.54650441,-0.524531464,-1.800448951,1.22311504,0.54183456,-1.6559965,0.890321771,-0.426767749,0.476552274,0.573491292,2.248312767,-0.169756705,2.155486895,-0.705663641,0.150740136,1.540604398,-0.951819802,0.754231265,-0.870529827,0.280798684,-0.824031603,-0.222398779,0.215174205,1.631044762,0.03292464,-0.611832012,1.065702656,0.527647219
Protein,KRT17,KRT17_P,2726.831314,0.865758889,1.420621944,-0.586819659,-0.568393414,-0.01803913,-0.381565457,-0.813086442,1.993147812,0.852721891,-0.321777287,0.566957024,0.525285853,0.548269318,-0.712268216,0.313936862,2.426040374,0.0761238,0.186799145,-1.179005607,0.300425125,-1.169938693,-0.910062312,-1.199764963,0.099213943,2.046415561,-0.744332605,0.634928003,-0.579395141,0.104305606,-0.823484089,-0.444133715,0.855908837,0.320771441,-1.17972431,-0.540860378,-0.356707879,-0.867377783,-1.201434766,-1.295917882,-0.605588405,0.111526526,0.322254314,1.581147067,-1.147066847,-0.819583559,-0.879006268,-1.650055861,-0.446758477,0.219849788,-0.476054046,-1.120076086,-1.285357553,1.067030529,0.338628198,-1.372411479,0.553523872,-0.819075348,0.457842759,-0.148587962,1.781446394,-1.147044585,1.698229609,-0.316958555,0.510319051,0.737040388,-0.758281061,0.01803913,-0.344614985,0.024703617,1.172330316,1.647511761,-0.577686076,1.122683206,0.945032711,-0.768676487,1.210733124,0.177576268
Protein,KRT5,KRT5_P,3975.28299,2.378917131,1.461456262,-1.412616873,-0.358414206,0.528688757,0.057709421,-0.80887773,3.011822011,0.769938538,-0.361845854,0.64445646,1.182904396,0.84326804,-0.456477281,0.971930335,3.007568729,0.082874136,0.58427787,-0.588203468,0.422570326,-1.17801394,-0.71060031,-0.828585457,0.12466377,1.782002777,-0.3774792,-0.63866315,-0.754554006,0.067521198,-0.886026206,-0.569286252,1.118456804,0.354286576,-0.885635362,-0.436929709,-0.211968746,-0.865706193,-0.984112596,-1.046979359,-0.569452945,0.501839296,1.035045295,1.564184364,-1.009235641,-1.197315491,-0.688196422,-0.555657863,-0.603597451,0.131703941,-0.12824128,-0.49090106,-1.318850879,1.268587102,0.104685234,-0.292075925,0.45002637,-0.518721809,0.668123874,0.502196459,2.476903227,-1.135527003,1.889880451,-0.755860037,1.012171823,1.521496227,-0.639584158,1.627245692,-0.726818986,0.234574265,1.182400326,2.367188724,-0.272329587,1.14826504,0.113898741,-0.786334622,-1.529026442,-0.057709421
Protein,MAPT,MAPT_P,3481.476986,-0.605245769,-0.704619356,-0.996061189,0.056190794,1.511618198,-0.737681965,0.042831954,-0.524727325,1.237678329,0.523610136,1.5616807,0.268346279,0.321786894,-0.267293896,-0.696232891,-0.461035253,0.339744705,0.132624848,-0.063306032,2.296342589,-0.222941141,1.104636062,1.369683009,-0.410297221,1.279094319,0.442794645,-1.076079871,-0.8013217,1.180493004,-1.504827917,0.743691027,0.235332509,1.10612087,1.513361624,0.041546035,-1.093237381,-0.241386277,-0.87575145,1.658546086,1.235322251,-0.041546035,1.082123425,-0.337084948,1.295255954,-0.124227601,-0.571538993,-0.138972242,-1.120793013,0.368549753,1.635917333,1.603444843,1.269945392,-0.266165487,0.34630632,-1.573556958,1.662064084,0.86486706,-0.70641347,-0.267414136,0.576705728,1.342645933,-1.039811889,-0.699820195,-0.558813672,0.236817446,0.063641083,-1.149541341,-1.530480788,1.029464085,-0.773886384,-1.146576729,-0.273120029,-0.557884898,-0.823732889,1.443412383,-1.425638536,-0.172178786
Protein,MKI67,MKI67_P,10264.21279,2.265797688,2.829980005,1.570405351,-1.409651318,-1.479278366,-0.18776651,0.737376389,1.538923574,0.232951766,-1.434296362,-0.466378465,-1.453669879,-0.46751005,1.458276673,-0.847142589,0.210730254,-1.482402825,0.50669694,0.201316349,0.509563977,-0.945674197,0.589520103,-1.542314542,-0.770326388,0.675537415,0.627529523,2.857982602,0.138890327,-2.517494309,0.980240562,1.062706794,-1.405892867,-0.612388346,-1.779430859,-0.454683291,-0.628179732,-0.058584788,1.749893597,-0.663770822,-1.492558427,-0.035397693,0.324163289,0.787524237,-2.596219247,0.705736216,0.730861388,-0.463415398,2.524166312,-1.45463882,-0.131974703,-0.007563401,-0.620995283,0.818613416,-1.513097715,1.261571659,0.022783001,-1.178692761,0.54786234,0.007563401,-0.628130211,-1.850177548,-0.395077829,-0.72202225,-0.079731479,0.159716629,0.605952437,1.792932532,-0.15404635,1.732140464,1.358377232,1.31975663,0.625437662,0.743996604,-0.31610048,-1.451314682,-0.964123164,0.362452549
Protein,MLPH,MLPH_P,141000.1295,-1.320178996,-2.822828273,-0.08509427,-1.294492712,0.443358066,1.672297155,0.820632412,-1.902853398,-0.558350127,1.861355639,-0.087384279,-0.15719633,2.149563137,0.848995366,-1.962708257,-1.972084082,0.163267343,1.687125207,1.471112118,1.381143859,1.065567175,1.542478914,-0.009873949,1.257255199,2.527616151,-0.609278135,-0.39478442,-1.186536367,0.906049313,-0.681655325,-0.288657917,-0.178744854,0.009873949,1.335181033,-0.550756049,1.151753966,-1.599678757,0.255390492,1.650076661,0.490256507,0.360119816,1.054698062,-1.981208217,0.47141959,-0.193857789,-0.477111536,-0.665335714,-1.368481909,0.089302804,0.686140019,0.862052117,-0.904287745,-0.392385452,0.51845868,-2.640347708,-0.701319182,-0.131432604,1.082028697,0.574518283,0.780053811,0.401108426,-1.73257437,0.552920218,-0.623796021,0.932818395,-0.010088725,-1.846772064,0.073203883,-0.51822217,-0.347565466,-2.262460268,0.19310392,0.553848794,-2.609453831,-0.243575082,-2.014204242,0.430255208
Protein,NAT1,NAT1_P,8.346776458,-0.628486284,-1.193365421,-0.133863249,0.815315447,0.000578955,-0.525805365,0.029703429,-0.621377966,-0.219790385,1.497149544,1.776889991,1.619946111,0.784375105,1.223944792,-0.57370517,-0.32914621,0.413714989,0.978557488,0.085530363,1.80808133,-0.149064646,0.650851966,-0.052331254,-1.112365988,1.405601937,-0.266103349,-1.122092618,-0.734018452,2.148837691,-0.752745214,-0.087071893,1.170257082,1.16104494,1.522276411,-0.669085734,0.600557781,-1.233592665,0.607879989,-0.487120678,-0.355225604,-0.785694063,1.949731988,-1.046830111,1.902798763,-0.000578955,-0.779867882,0.218053046,-0.834219636,0.26043962,-0.396102706,2.515273563,0.232018029,-0.271034743,-0.870060488,-1.04805088,0.960703615,2.384739007,0.213540831,1.362945762,1.000485462,-0.195518717,-0.625959655,2.553283727,-0.550820492,0.67284712,-0.087567605,-0.973661368,-0.061063437,0.0924492,-0.978602263,-1.256292865,0.170002083,0.169813577,-0.74735454,2.044251497,-0.883621135,0.602611398
Protein,PGR,PGR_P,4959.14781,-0.837426976,-0.921166137,-0.837371786,0.508908605,1.001874413,-1.115081475,0.147602039,-0.786011927,1.336504731,0.390180074,1.578975191,1.086034784,-0.058322812,0.047485436,-0.413803352,-0.367586126,1.880183323,0.614834887,-0.444604916,0.545861295,-0.487289076,1.18912185,1.761555628,-1.164786134,-0.802125109,1.792988955,-0.689878645,-0.665679802,1.847272572,-0.292320593,0.243843939,0.962264095,1.140029952,0.108340734,-0.43330901,0.745470401,-0.094877974,-1.324385706,0.218060834,2.162850047,-0.705338303,0.183301687,-0.391044209,2.468222109,-0.056445002,0.761711535,0.23625363,-0.553793736,-0.065464917,1.364804116,0.663325916,1.115025315,-0.940280609,0.908349594,-2.646250837,-0.516922268,2.078111293,-0.74285036,1.576935071,0.826396265,2.168472048,-0.738522632,0.663704733,-0.783879713,0.587138255,-0.570042754,-0.95219479,-0.707180136,0.123872339,-0.126556473,-0.707194511,-0.358766355,-0.047485436,-0.764440389,1.922975648,-1.214245934,-0.410816554
Protein,PHGDH,PHGDH_P,35416.49789,-0.240240824,1.135876443,0.781431303,-0.266028957,-0.751631274,-0.561982033,0.738662915,0.811857966,-0.742710077,-0.747656979,-0.445073729,-0.213947087,-0.733095165,0.03445127,1.193779534,2.3324906,-1.561363767,-1.303748571,-1.954268848,0.362498386,-0.502593339,1.598154609,-1.386389738,0.410174624,-0.552553117,0.118598821,1.671278781,0.464874888,-0.72982017,2.139956068,1.078369859,0.364137331,-0.744842208,-1.881720355,-0.821728556,-0.03445127,0.28272539,-0.900993216,-1.34763197,-0.075193836,-0.443019083,-0.692005347,0.694458462,-0.787350265,-0.956348123,-0.52762111,2.168421086,0.06130849,0.356777888,0.457076226,-1.039597481,-0.90427379,0.599247815,-0.843577453,0.921769686,0.056513613,0.570140528,-0.953546592,0.379749526,-0.093993747,-0.550207939,0.728940048,0.601936141,0.905176694,-0.221190255,-0.078756576,1.283253471,1.668624117,0.065767696,0.94373387,0.967785387,0.920840624,-0.442325268,0.785003223,-1.141687352,1.071291143,-0.602340691
Protein,RRM2,RRM2_P,12702.62331,0.887116208,0.266295835,0.368788625,-0.35236542,-1.043626585,-0.465575653,-0.016022764,-1.359724846,-0.350029734,-2.273391076,0.309350149,0.573568398,-0.161616492,1.982323474,-1.577965843,1.248715905,0.616599946,1.629253003,-0.881404509,0.685086178,0.016022764,0.718189507,-1.228296219,0.805382737,-0.137261553,1.387979796,0.852354453,0.748946124,-0.880037855,-1.32735143,-0.273281663,-0.410997582,-1.286592546,-1.395413767,-0.379953988,-0.665426673,-0.745455321,0.614092115,-0.763860669,0.164179387,0.618428138,0.23318024,-0.038575486,-2.444188277,0.019316968,0.539621873,-0.195543177,-0.31927163,-0.082402006,-0.735917671,-0.23159661,-0.296811546,-1.025123812,-1.611667568,0.31175974,2.218465541,1.223858958,-0.02089414,0.894618246,-1.07028911,-1.793986335,-0.233920536,0.808960221,1.245580792,1.45056731,2.230791841,0.800891495,1.412887941,0.528710539,0.613342784,1.358319383,1.65380449,-0.05213183,0.148372417,-0.382800841,-0.922774373,1.171920996
Protein,SFRP1,SFRP1_P,8030.685116,0.514648919,2.895637344,-1.211797553,0.943138141,0.730793632,0.521420867,-0.01212736,0.801590471,0.477481184,2.194936702,-0.535639584,1.319775942,0.747079051,1.069861148,2.36649889,1.343225571,-0.466299987,-0.309357634,-0.924431673,-0.490597147,-1.226173951,-1.741008137,-0.423402955,-0.156659412,-0.606540841,-0.317917813,0.353854084,-0.962870118,-0.761820359,3.301742765,-2.251312909,2.777143934,-0.220063639,-0.988890843,-0.09034401,0.303827896,1.936936272,-0.424935581,-1.440574431,-0.747107839,-0.663786134,-0.405924486,1.751785694,-2.638274145,-0.427240197,-1.690282189,1.664955121,1.066969848,0.01212736,-0.692325762,-0.855324702,-1.292842609,2.570679699,0.125552342,-0.457514599,0.340541787,-0.32548006,-0.021899477,1.82142538,2.709525836,-0.381551125,3.073997029,-0.489090383,-1.184508321,0.725284418,-0.734293942,1.969920819,0.583240766,0.065734777,0.193296219,1.99834484,0.70371981,-1.084322666,0.526080541,0.09206143,1.392602669,-0.201036205
Protein,UBE2C,UBE2C_P,16758.55438,1.23806478,0.994120182,0.425127417,-0.78567331,-1.375791151,-0.514632446,0.939744408,0.201320464,-0.572952981,-1.670835961,-0.746148579,0.07634706,-1.191756234,0.451130033,-1.04664448,0.699332887,0.246303871,1.317695726,-1.024498406,0.220799183,0.169994503,1.777953622,-0.705838092,0.353908867,-0.931089654,2.254528517,0.015994707,0.871280459,-1.364232955,-1.075979459,0.570101109,-1.554487302,-1.295282835,-1.769884606,-0.360012699,-0.52639559,0.829794481,0.846053186,-0.888343131,-0.45431303,-0.536667507,-0.091954401,0.397238607,-1.444896949,-0.821579998,0.236354171,-0.563774601,1.269291633,-0.704875568,-0.832825625,-1.040487805,-0.562139359,-1.49857061,-0.699150814,0.544473433,0.788823971,2.688834199,-0.414887803,0.153663375,-0.015994707,-1.122193502,0.02159563,0.391317467,1.360945734,1.450467226,0.276523209,-0.9677511,1.677245499,0.575326258,-0.274424918,0.875926253,0.735224414,0.245266302,-0.248293806,-0.392436324,-0.219543554,0.802199613
Protein,UBE2T,UBE2T_P,67978.71755,2.236986871,2.053070877,0.633117125,-0.177671446,-1.677175812,-0.436542629,0.898447945,-0.659583523,0.253210836,-2.194447924,-0.769295046,-0.06932568,-0.434539053,1.706952855,-1.035139296,1.838860583,0.992215993,0.540123891,-0.928899438,0.481882727,-0.541903135,1.536155692,-0.240907123,-0.419735738,-0.545217807,2.363582389,-0.709670129,-0.420528412,-0.732173395,-0.392554541,0.517836288,-1.775767294,-0.719751476,-1.622220926,-0.238008158,-0.545811792,2.965669184,0.899346517,-1.466328459,0.20387746,0.166602651,0.196401687,1.904452579,-1.674408261,-2.161294888,-0.383408408,-0.970490194,1.044026904,-1.288556219,-0.609035888,-0.272519325,0.784449805,-0.395455509,-0.705153583,0.80386203,-0.349912201,3.178773736,1.052301248,0.452212007,0.114874923,-2.039735991,0.06932568,0.779761508,1.678163953,0.749199598,0.84665486,-0.503475563,1.191185516,1.634157631,0.103665777,1.345610197,0.763594479,-0.165500805,-0.303357776,-1.497713954,0.218608735,0.47047697
Protein,BCL2,BCL2_P,1011.889116,-1.388684835,-1.543305612,1.465827115,1.987112987,0.493096472,-2.306281624,0.320889813,-0.227284047,0.029847784,-0.187326661,1.345564561,0.869958554,1.007031945,-1.352369668,-0.53201162,-1.591681432,2.056538029,0.087965675,0.648579881,3.27783066,-0.286915351,-0.235897915,-0.427920115,-2.636878902,2.889005816,-3.83851545,-1.39124081,1.471144937,1.324600721,-0.37139851,-0.06269088,0.484791416,0.469520732,1.456310836,-2.169949948,-0.014051041,0.002960015,-0.002960015,2.035774077,-0.663751313,-0.50896693,-0.215505301,-1.333288101,2.051912439,0.353237333,0.89777681,-0.727459916,0.17748936,-0.542632877,-1.055876956,1.218416053,1.04529128,1.416015586,0.554943959,-1.889776289,1.112699766,1.300311072,0.399591171,0.2217065,0.550873243,0.753913077,0.06473603,-0.085847093,-0.224744021,-0.328857825,0.08273244,-0.09294619,-0.57712645,-0.953451605,-1.597332624,-2.645517126,-1.366435836,-1.667394659,0.126774729,-1.105119735,0.470595263,-0.591065343
Protein,CDC20,CDC20_P,1907.883512,1.878011419,1.77715242,-0.419993107,-2.732610649,-1.792279001,0.071718153,-0.140306446,0.587871006,0.722408526,-0.753797029,-0.234826452,-0.511157471,-0.580563345,0.112078444,1.30880699,1.857530829,-0.741263931,0.049603197,-0.405095178,-0.411248589,0.209749667,1.706933684,0.22936486,-0.029730514,-1.336245988,0.685230989,0.898914897,0.481133897,-2.643211794,0.70594252,0.657834454,-2.820293914,-0.692352253,-1.203413945,0.029730514,-0.740109061,-0.152259574,0.754428131,-1.179875862,-0.894703781,0.206185072,0.445092208,1.368903745,-1.59420181,-0.249694424,0.204857087,0.790830839,1.624846475,-1.568424429,-0.362852046,1.723833634,-0.423880872,-1.219571416,-0.504095391,1.504438074,-1.510495718,0.909629094,0.300113393,0.198414653,-0.573011464,-1.327521734,0.757650615,-0.843795341,0.599665396,1.494389033,0.467877913,1.187086491,-3.142501059,0.30694223,1.035783467,1.398163349,-0.863795537,-0.914220395,-0.459299756,-2.503330542,-0.375262386,-0.050109472
Protein,TYMS,TYMS_P,19603.28002,-0.136014484,5.064653873,1.293409273,-1.827083273,-1.305667594,-0.106917647,0.711677319,1.126037631,-1.674790786,-2.183713332,-0.180383678,-0.992662226,-0.212992625,-0.091651915,0.743243629,0.650075747,1.56102478,1.813197372,0.236346033,-0.076589148,-1.13812833,2.12389597,-0.834422928,0.104367587,-0.440860785,-0.195387321,0.993818533,0.052257235,-1.589245767,-0.704040553,1.38941028,-0.277125807,-0.924112279,-0.726185706,-0.18913715,-0.047364842,2.84428225,1.034229349,-0.750268243,0.142591047,-0.704476128,-0.94600566,-0.586817524,-2.548887138,0.229442266,0.285713669,0.845287248,3.060485278,-0.589916278,0.441333853,0.692813993,0.100284733,-0.648508972,-0.35081731,2.046015019,0.486737889,2.616738237,-1.520693101,0.477118373,-0.673191099,-0.891111094,1.170269842,-0.055139483,0.491963095,1.027635555,0.738129364,1.222818914,-1.027997061,0.187573174,3.323547457,1.306339168,0.246884575,0.047364842,-0.417406475,-1.008173034,-2.228299201,-1.214478285
