Omics,GeneSym,GeneSym_Revised,EntrezID,A2.A0CM,A2.A0D2,A2.A0EQ,A2.A0EV,A2.A0EX,A2.A0EY,A2.A0SW,A2.A0SX,A2.A0T3,A2.A0T6,A2.A0YC,A2.A0YD,A2.A0YF,A2.A0YG,A2.A0YM,A7.A0CE,A7.A0CJ,A7.A13F,A8.A06N,A8.A06Z,A8.A076,A8.A079,A8.A08Z,A8.A09G,AN.A04A,AN.A0AJ,AN.A0AL,AN.A0AM,AN.A0FK,AN.A0FL,AO.A03O,AO.A0J6,AO.A0J9,AO.A0JC,AO.A0JE,AO.A0JJ,AO.A0JL,AO.A0JM,AO.A126,AO.A12B,AO.A12D,AO.A12E,AO.A12F,AR.A0TR,AR.A0TT,AR.A0TV,AR.A0TX,AR.A0U4,AR.A1AP,AR.A1AS,AR.A1AV,AR.A1AW,BH.A0AV,BH.A0BV,BH.A0C1,BH.A0C7,BH.A0DD,BH.A0DG,BH.A0E1,BH.A0E9,BH.A18N,BH.A18Q,BH.A18U,C8.A12L,C8.A12T,C8.A12U,C8.A12V,C8.A12Z,C8.A130,C8.A131,C8.A134,C8.A135,C8.A138,D8.A142,E2.A154,E2.A158,E2.A15A
RNA,KRT5,KRT5_R,1358.841366,1.765040937,1.707813745,-0.59098583,0.269874249,0.81353895,-1.071814857,-0.941375085,2.496788279,0.42054968,-0.650412491,-0.587428778,0.371798684,-0.079948545,0.177223905,1.715958289,2.409016865,0.337841096,0.141030281,-1.198390297,-1.117596938,-0.869713734,-0.346895287,-0.541768904,-0.265364227,1.303827624,-1.095908931,-0.518412049,0.304420975,-1.194383583,-0.474813995,-0.349403683,1.253261182,0.43118737,1.480105964,1.217660652,0.911264449,-0.828285487,-0.942929707,-1.092409252,-1.198390297,0.309685254,1.337723097,1.02221968,-1.18525113,-1.103816735,-1.1087524,-0.604088072,-0.681714225,0.550790058,-0.490783774,-1.144295988,-0.106127384,0.331809694,-0.217218564,-0.042678673,0.594904166,-0.759225578,0.722147415,0.70732521,1.846173889,-0.628863923,1.4469325,-0.896181393,0.950124196,0.520788778,-0.611183017,0.894892754,-0.652775662,0.042678673,1.004253874,1.797766536,0.407120432,0.980335749,0.327682302,-0.20301285,-0.823928402,-0.303671418
RNA,MDM2,MDM2_R,11306.42621,0.526635222,-1.807106293,-0.68149725,2.163494527,-0.084009683,-0.888522071,0.492137197,-0.382885097,-0.052152526,-0.933437614,2.086838217,-0.756121969,2.632874596,-0.467416746,0.736269176,-0.060993453,0.637037125,3.661995168,2.589986765,0.554473678,0.91422999,-0.416975034,0.000514288,1.125191761,0.129779848,0.163052056,-0.480509154,9.878232664,0.745103817,-3.587396706,-0.900651386,-0.506277884,-0.23933617,-0.000514288,-2.061032705,0.601644594,-1.900229896,-0.571555337,-0.152068996,0.06568083,-1.264884986,1.262085744,-1.238256279,4.56219335,2.314622799,0.1084478,3.301002084,-0.375433256,-0.649947445,-1.182506048,2.071885646,0.605718816,-2.027446175,-0.145711847,-0.257433936,0.231854587,0.589382264,-0.826288841,0.152790179,0.936196384,1.422242846,-0.090036565,-0.898914591,-0.549811642,-1.525385011,6.505528841,-0.612681202,0.371526803,1.047502541,-2.535660933,1.056373793,-1.749148437,0.153005923,-1.886552219,0.010974123,-0.167147323,2.278393533
RNA,MELK,MELK_R,9461.824424,1.808603005,1.134948699,0.771881042,-0.736748755,-2.106362626,0.396576005,0.338941632,1.159632147,1.575578012,-2.279206701,-1.064821922,-1.539399189,0.196924323,1.170045608,1.993567746,1.363741414,-0.746150352,0.207473209,-1.317563533,-0.973521915,0.235997511,0.201870988,-0.591529817,0.195051383,-1.146614681,0.519435844,1.145853565,-0.360775094,-0.670785861,-0.546089588,0.331924861,1.375956027,-0.744624237,-0.9444362,-1.080699627,-1.416169995,-0.489793604,0.801604759,-1.373431692,-1.543431485,-0.021735942,-0.58481577,0.729646239,-2.422621623,0.25136298,-0.605870559,-0.265920909,0.24949114,-0.976123782,-0.567374305,-0.954914644,-0.436655251,1.181476664,-1.142036169,-0.524493602,0.234836991,0.901239968,-0.798744371,0.155053021,-1.245472138,-1.604328054,0.871650287,0.543194155,0.366491239,-0.37513735,1.918176144,-0.069436725,0.211366128,-0.122194183,0.544967879,2.282508261,0.021735942,0.821805813,0.412345096,0.031621213,-0.515101794,-0.024589005
RNA,MIA,MIA_R,15375.31648,4.069466977,7.623942416,-0.739235435,0.407707696,2.386623396,-0.694787596,-0.636716953,0.426993438,0.79201563,-0.681603684,-0.584974533,-0.086414094,0.08341435,0.07257722,3.724626824,6.179682862,0.557574392,-0.012863777,-0.742725951,-0.467603551,-0.742137557,-0.557880594,-0.96076258,-0.638092784,3.254834459,-0.90457508,11.25617855,-0.192409636,-0.823479215,13.66059977,0.012863777,8.421547545,0.163651048,-0.298391901,-0.752006085,0.683081676,11.97294428,-0.96076258,-0.762009655,-0.240670754,-0.232206681,1.742953367,12.33381546,-0.903134071,-0.558970559,-0.890205973,-0.64955756,8.240013973,1.490440306,-0.463163392,-0.789968773,-0.524018797,6.773152604,-0.466410649,-0.108528565,0.631032644,-0.749993692,1.713429684,1.207106255,3.527235647,-0.564245245,9.396385858,-0.705672999,-0.665899642,0.094705387,-0.343488756,8.151153887,-0.798773494,0.146197263,0.637448892,6.83340925,0.40249722,1.166972524,7.451000139,-0.417619673,8.798399058,-0.189913083
RNA,MKI67,MKI67_R,4321.714492,1.136960402,1.044138105,1.141313341,-0.93116996,-2.377318419,-0.210429792,0.407866487,1.490720715,0.203124523,-2.417858249,-1.042602524,-1.195808889,0.190829519,0.751561197,1.735493627,0.577989939,-1.634696847,0.499700323,-1.717825816,-0.266315164,-0.381094147,1.376270226,-0.861879113,0.331823263,-0.685332545,0.194589694,1.20538533,-0.43431596,-0.67821714,-0.972152529,0.693744477,0.46810012,-0.935105897,-0.643687049,-0.428255715,-0.464664519,-0.761401906,0.207384496,-1.755847887,-1.524850228,-0.643626647,-0.091876086,-1.07817648,-1.973760923,0.185933689,0.203019529,0.091876086,1.050137906,-0.382014662,-0.936419504,-0.937270524,0.883051206,1.496469719,-0.562905658,0.139928215,1.56108437,1.719260866,-0.142407489,0.729811796,-1.27658117,-1.325281494,0.181673377,0.800745139,0.413627822,0.872119125,-0.190883671,0.686243003,0.664369844,0.591517739,-0.368028985,0.827840139,0.427546134,-1.364986183,-1.136689015,-0.271112505,-1.112044177,0.51334656
RNA,MLPH,MLPH_R,80360.56507,-5.667654069,-4.933212045,-1.098745597,0.469403769,0.269227107,-0.089899776,0.060883546,-2.960260653,0.504693325,-0.116387617,0.774576041,0.690833872,1.527384573,0.617721348,-4.360759411,-3.893307114,0.155547441,0.42184104,1.999357271,0.096756408,0.369407775,1.227914703,-0.409106008,0.075755444,0.302664219,-0.472873171,-1.591177021,-1.172924805,0.018069473,-2.312887404,-0.167120589,-4.124707499,0.706796951,-0.410632109,-1.0841868,0.93224503,-2.621443365,-0.108725409,1.062945215,0.912901408,-0.402243619,0.629660193,-5.204930749,1.911335547,0.114618374,-0.018069473,-0.094488385,-5.357146344,0.620130086,0.955975018,0.926688641,-0.600757963,-5.410739733,0.077929112,0.450815884,0.279200628,-0.377521554,0.211243353,0.896777576,1.465977838,1.038691176,-3.413169219,-0.889716733,-1.929245104,-0.464747257,1.384986092,-5.016444602,0.020446441,-0.869517474,-0.86696992,-4.115016904,-0.174748539,-0.319536521,-1.447050726,0.394355384,-6.222246828,0.313915912
RNA,MMP11,MMP11_R,2321.479575,-1.36376895,-0.601486533,-1.221121851,0.658664151,0.026082691,-1.551680959,-0.112955801,0.058752747,0.153822146,0.274182253,0.696345722,0.520796317,-1.255645166,-0.598428788,-0.810738326,-1.600237588,-0.180091703,0.155074427,-2.534390547,-1.301586261,1.009943451,-0.396382319,0.783860997,-1.522892055,0.92954639,0.616696129,0.522362449,0.265125239,0.035483332,-1.32761283,-1.1882481,-0.419630266,0.161375035,-1.873386617,0.794833602,-1.234177106,-1.554964562,0.815383629,0.184570238,-0.968900536,0.725975982,-1.537342354,-2.033708511,-2.908970346,-0.379751629,-1.818936927,0.477867628,-2.268403994,0.023920569,1.025910324,0.565173464,-1.684743691,1.232586806,0.025771924,0.430327931,-0.023920569,0.453185804,0.75539701,-0.393977169,-1.309703194,0.079203354,-1.30097853,0.793203848,-0.09821247,1.321584418,-1.304549767,-0.988651075,0.241190613,0.77546597,-0.100687531,-1.12946096,0.090059183,0.426250589,0.693120554,-0.199082088,-1.848257207,0.425850349
RNA,MYBL2,MYBL2_R,2907.898254,0.9727868,1.857079745,0.719013413,-0.611840978,-1.956447314,0.513833143,0.70993263,0.287845502,0.830511153,-2.338470352,-1.113013921,-1.297882868,-1.243071348,0.766646012,0.809785158,-0.017681606,1.041585779,0.919132842,-1.244010614,-0.8518404,0.523195011,0.65923019,-1.270311391,0.057057805,-0.931399421,0.559878293,1.186525872,0.673365867,-0.823432323,-0.13457964,0.563616388,0.34434361,-0.591433956,0.090698581,-0.615953992,-1.176229388,0.27914859,0.171583968,-1.009950308,-1.380301576,-0.427423478,-0.76235958,1.326646249,-2.275791088,0.221637681,-0.071087184,1.214371639,0.550130102,-0.661737902,-0.225811644,-0.534134465,-0.143058677,-0.245204349,-1.144271612,-0.521158155,-0.202011609,0.790235957,-1.047817276,-0.352226753,-1.04216262,-1.811311598,0.254886986,0.415445189,0.888550304,0.038607614,1.080191724,-0.209152313,0.017681606,1.092727204,1.07459115,0.811846756,-0.045157514,-0.823824849,0.950098387,-0.797695453,-0.568913066,0.554003118
RNA,MYC,MYC_R,4347.861678,2.308194776,0.716544197,-0.823024537,-2.008283405,1.111050683,-1.398190198,-1.914932774,1.012083865,1.152654056,0.447493008,-0.560495888,0.036512255,0.193808379,-1.141170298,2.006324977,0.786979822,0.888774267,0.334731208,-0.760818171,-1.188483838,-1.105296442,0.460964731,0.106347085,-2.531131523,0.720554822,0.414246818,-0.405044537,-0.796418133,-0.150265613,-0.250647435,0.544561695,1.547333989,-1.128643617,-0.064475471,-0.3032509,-0.693428454,-0.183886742,-0.50321632,-1.242201815,-0.343263964,-0.184743052,0.77033247,0.855900782,-3.331295439,0.659369275,1.361657007,-2.194332953,1.711765247,-0.920146938,-0.13152508,-0.453137029,1.177782463,0.310543691,-0.168756562,1.039119029,1.188044736,0.468195614,-0.386118162,0.138937696,0.459367957,-0.669880468,1.600048831,-0.036512255,0.330014103,-0.252988849,-0.581949348,0.965175986,-0.187973153,0.297899719,-0.806692868,0.205166441,1.302183547,-2.780503798,-1.059468053,1.478429905,1.983351715,-0.555406694
RNA,NAT1,NAT1_R,1.744203533,-1.253824365,-1.574599309,-0.739597035,0.217102999,-0.184753568,0.121586323,0.532736284,-1.3352069,-0.727059739,0.331682772,0.982228887,0.895810576,0.857928476,0.988844435,-1.530440224,-1.161166202,0.031045053,0.609268133,-1.375114145,0.914890854,0.371128688,0.504867085,-0.427545007,-1.143582357,0.359663174,-0.53486786,-0.996247172,-1.070126103,1.286034846,-1.216391309,0.229107375,-1.247092278,0.242690214,-0.087664191,-0.513419077,0.263645584,-1.065325379,0.415879634,-0.813815667,-0.511923967,-1.001761017,0.951276869,-1.47077255,1.113588279,0.100855529,-0.673828122,-0.741775957,-0.534155591,0.103925426,-0.031045053,1.165994026,0.056439613,-1.572693586,-0.137300337,0.661925949,0.797163054,1.147221409,0.078912271,1.279432361,0.660955201,-0.159267655,-1.155746635,2.356513555,-0.646438647,0.556011346,0.407235138,-0.830545495,-0.655312649,0.241299468,-1.032025541,-1.366977542,-1.036484408,0.159267656,-1.220341367,1.143955414,-1.396866667,0.381830696
RNA,ORC6,ORC6_R,26979.7968,1.438840395,1.549395462,0.973728403,-0.322328344,-1.955536132,-0.475002531,1.254326957,0.387199965,1.661386433,-1.809304612,-1.46471234,-1.741317153,-0.586519195,0.261612088,0.764842905,0.454306306,0.178685463,0.53195916,-0.821625271,-0.645072828,0.106509393,-0.309043907,-0.609271125,-0.450637159,-0.660548435,1.051736695,0.081223814,0.18262969,-0.832142129,-0.463055318,0.716530088,1.305913375,-0.716465869,0.067891108,1.228541774,-1.011485846,0.929695903,-0.141703875,-0.905006437,-1.455299104,-0.698787945,-0.822577576,1.524744648,-1.142471215,0.292759688,-0.239695571,-0.610148952,1.135505408,-0.99625438,-0.172317902,-0.186573417,-0.067891108,-0.604869977,-0.404889349,-1.188713988,0.238255346,1.017631358,-0.453511867,-0.325484172,-1.151516276,-1.46908572,1.289548312,0.481189434,2.225652929,0.684548742,1.531565439,0.410632525,-1.093312915,1.027647239,1.270983423,1.381523916,0.417013826,-0.40442926,0.827033955,-0.489215717,1.398828361,0.984287986
RNA,PGR,PGR_R,2360.517998,-0.747697211,-0.592396119,-0.763009725,1.898960864,1.452836139,-0.664226235,0.554998431,-0.608053855,1.92070513,1.313876217,2.282999352,1.732875773,0.764492146,-0.590453188,-0.75646671,-0.411951192,2.143681107,1.392464859,-0.74764685,0.962673915,-0.022205644,1.104734139,1.744631312,-0.740127185,0.159401428,1.760234228,-0.592143912,-0.702937628,1.891722345,-0.068111055,0.912272192,-0.806801417,0.471491163,0.022205644,-0.657213469,1.376243145,-0.721448314,-0.363663181,-0.297945442,2.13416217,-0.582317711,1.145948556,-0.642992445,2.166706804,-0.652177754,1.457264145,-0.600849626,-0.741245807,-0.049918698,1.507171023,1.484699158,1.100240971,-0.688739635,1.582858696,1.54863473,-0.256377611,2.30237631,-0.303501939,2.567786135,1.369133084,2.595079174,-0.057507268,0.820252294,-0.728002932,0.733575786,-0.541710174,-0.678319696,-0.735811864,0.457277907,-0.691467665,-0.683774295,-0.60480049,-0.657931153,-0.511293092,2.389574887,-0.798596499,0.578448956
RNA,PHGDH,PHGDH_R,17882.4368,0.196720841,1.410377344,1.014934684,-1.221332028,-1.203706559,-1.249315638,0.812907045,1.117349408,-1.654662989,-1.83103249,-0.866943042,-1.171397988,-0.572753844,0.353621566,2.630549228,1.94915606,-2.243201195,-0.975662894,-2.972022994,0.445015023,-0.037182061,1.475429318,-1.741419488,0.356049144,-0.187532491,-0.48936429,1.672733192,0.186076041,-0.465106088,1.845751043,0.371286245,1.080185185,-0.3993421,-1.444697883,-1.555198103,0.080908609,0.185505877,-0.893363163,-1.647065296,-0.426723436,-0.104010087,-0.685695558,0.114817396,0.037182061,-0.897226719,0.635000527,0.66285219,-0.575802322,-0.21135813,0.228126886,-2.182309753,-0.645506086,0.752304543,-1.590617064,-0.981409403,0.280691934,0.174354327,-1.306872691,-0.068300449,-0.281915505,-1.317726226,0.72906845,0.064944538,0.950702365,-0.610535536,0.537593034,1.228672256,0.41209889,0.195981173,1.146108173,1.081407884,0.442414991,-0.108458474,0.649793551,-1.026170961,0.850247512,-0.4875408
RNA,PTTG1,PTTG1_R,10581.10773,1.061435369,1.728636048,0.561973238,-0.205712807,-2.476374852,-1.215421057,1.272481889,0.038599438,0.116704435,-3.021720399,-1.110375809,-2.164178339,-0.507120469,0.12557837,0.906638455,-0.297566098,0.287263292,0.156609584,-1.89400013,0.077770508,-0.749358585,1.495135383,-1.605432991,-0.038599438,-1.252219981,1.776271628,0.1261259,0.776738947,-0.590166029,-0.178245752,0.658860227,1.672355493,0.344588526,0.416536561,-0.121137814,-0.902420471,1.892580188,0.732014408,0.112962273,-0.235029011,-0.754480512,-0.106682492,0.430889684,-2.49388943,-0.841983781,-0.40820298,-0.16759663,-0.155950238,-0.755138609,-0.505441484,-1.966954495,-0.312003313,0.056262776,-1.044150683,-0.577906949,0.46889562,0.923401428,-0.790948084,1.162122022,-2.407082271,-1.283701153,0.549041237,1.608902856,0.118150744,0.78034756,1.181778993,0.266485349,-0.233154481,0.54976983,0.138668196,0.84966666,0.150625828,0.71336681,-0.841173299,-1.229073833,-1.571829058,-0.780732285
RNA,RRM2,RRM2_R,6910.206847,0.951837642,-0.176603721,0.554921594,-0.874720708,-2.298749832,0.082118264,1.031802328,0.175538952,-0.733978951,-3.095228577,-0.443217329,-1.326639033,0.389657385,1.524719309,0.908233467,0.204447105,0.616748078,0.95281179,-1.75647453,-0.317164196,0.571933857,-0.02438384,-2.04915504,0.816682437,-0.635812233,0.736842931,0.836614568,0.807687123,-0.92510667,-2.532743604,-0.036489173,0.680956173,-2.246739925,-0.50951976,0.027247806,-1.130494471,-1.567598257,0.658883158,-2.646820652,-0.811155413,0.147297056,-0.36461045,0.125424078,-2.780411722,-0.235771246,0.399951748,1.612238131,-0.347397099,-0.035051784,-0.477403437,-1.585505766,0.18893846,-0.474177348,-1.759685516,-0.089248894,1.649887943,0.02438384,-0.53437545,1.067700876,-1.431723075,-2.275135586,-0.12061443,1.536905719,1.224219863,0.671373374,1.998920852,0.791312802,0.973525531,0.671973022,0.115360073,1.362766939,1.409220796,-0.744530061,-0.622915621,-0.523711264,-1.0516876,0.680225563
RNA,SFRP1,SFRP1_R,2165.011545,1.066415876,1.492602452,-0.70577757,0.264088441,1.039013167,-0.252268762,-0.420865905,0.941155664,0.621806359,0.552518245,-0.199828751,0.62304502,0.151900444,0.288827333,1.258458557,1.715710675,-0.107481869,-0.055387169,-1.017081065,-0.863644315,-0.676977513,-0.747305397,-0.474175014,-0.289567367,0.48455906,-0.962355938,1.268164117,-0.246416964,-0.733862062,2.08031656,-0.08655536,1.008921984,0.734067596,-0.21337996,-0.313873521,1.323269185,1.727137223,-0.461793697,-0.663875449,-0.755366506,-0.158973355,1.423708352,1.849393297,-0.357501429,-0.301193745,-0.895444314,0.900051326,1.769412723,0.661023018,-0.795938453,-0.402481515,-0.103900084,1.788960274,-0.122933048,0.105595029,0.809709535,-0.811055485,0.983009647,0.908279177,1.401985167,-0.559978576,2.415975833,-0.748869681,-0.533655547,-0.84812679,-0.918905874,1.871394742,-0.565309411,0.055387169,1.101952031,1.827886768,0.976964875,-0.19317382,1.087499848,-0.294448323,1.557975087,-0.481010099
RNA,SLC39A6,SLC39A6_R,13680.68123,-1.134918523,-0.020010971,-0.603976871,0.410775803,0.411554157,0.020010971,0.150367894,-1.076365687,0.896876215,-0.166326649,1.564829844,0.26018088,2.502244577,0.537984703,-1.102094964,-0.089655721,1.596568902,1.496624955,0.230718064,1.939459344,0.038189589,1.368807534,-0.163857233,-0.362608894,1.428557917,-0.38425102,-1.271718878,-0.168156842,1.827175064,-1.489041484,-0.085412148,-0.752401779,-0.102529496,-1.257804853,-0.056563217,1.623267407,-1.257516483,0.238762393,-0.546709143,1.174410753,-0.839742739,1.498533123,-0.627852483,1.483480882,-0.091106058,0.830565335,-0.189520629,-0.422307392,0.675957628,0.281728838,0.865005704,-0.736919143,-0.964147406,2.121613537,0.232095536,1.739405219,1.701403222,0.630585135,1.702163882,1.93282052,1.567823162,-0.206428851,-0.032252456,0.109049652,-0.499600333,1.909457389,-0.837405919,-0.673892767,-0.74445385,-0.986114892,-0.618952355,-0.715609279,-1.574997489,-0.935406073,0.678976969,-0.706453954,1.465886013
RNA,TMEM45B,TMEM45B_R,71275.8627,-1.395529222,-1.117895091,0.173825373,0.703654775,0.622721737,0.310042747,0.14497212,-0.939270809,-0.894542415,1.418948839,-0.457968316,0.557862292,0.287569743,-0.507422708,-1.196282276,-0.832411399,-0.046615368,1.330233115,0.594996862,-0.116504661,-0.317203887,-0.510773543,0.366235288,1.760992255,0.444192365,0.478788413,0.046615368,-0.246387927,0.103107821,-0.832948005,-1.080636599,-1.467164873,-0.296620594,-0.209664699,0.530774445,0.608963123,-1.153559761,0.379175947,1.482031397,-0.507360477,1.308408266,0.810351518,-0.989331782,-1.215779373,-1.185203534,1.691648723,1.198712282,-1.334201936,0.529900385,0.592147074,-0.277558412,1.292192081,-0.62741676,-0.679823459,-0.265634686,-1.036147241,-0.926196199,0.44438703,0.784508557,-0.781602801,1.312766774,-0.810786039,0.826250924,0.889547091,1.272836548,-0.777718217,-1.132458981,1.158557556,-0.516450854,0.60342465,-1.216809458,1.671213303,0.307352193,0.289483059,-0.291902794,-1.244821733,-0.53300191
RNA,TYMS,TYMS_R,7694.407028,0.932243055,3.498507787,1.651692456,-0.841718287,-1.61784027,-0.96395756,0.34897569,0.526562563,-0.714401283,-1.895683172,-0.52174767,-1.139634008,0.160065841,-0.297905242,2.215501838,0.513515799,1.098433959,0.986674358,-0.518395757,-0.752823289,-1.217132341,1.819045683,-0.575417152,-0.404642306,-1.696830643,0.233918054,1.007807767,-0.531807911,-0.923289994,-0.963108424,0.34876561,0.767147781,-0.302341828,0.004281197,-0.435602989,-0.100770852,0.60616088,0.688420992,-0.759737581,-0.201998961,-1.076888039,-0.822584526,-0.09134596,-2.12662132,0.044042769,1.208190467,-1.253733792,1.681206201,-0.907096793,0.191857197,-1.394359299,0.128609615,-0.001102484,-0.560105839,-0.293555365,0.373413277,1.421391281,-1.362460078,0.967109873,-0.512922861,0.001102484,1.930869852,0.251929039,0.756664669,1.36293262,0.728549704,1.124111602,-1.552729092,0.133684636,0.650674925,1.207838362,-0.642531106,0.183001507,-0.56115035,-0.114800599,-1.427340101,0.224397563
RNA,UBE2C,UBE2C_R,9316.481407,1.417643854,1.520439894,0.695335945,-1.043923249,-2.676602548,-0.336336952,0.819266347,0.437762287,0.010725833,-3.233062649,-1.13211032,-1.47218725,-0.440834237,0.068949161,1.012812807,0.279203778,0.329288828,1.031608241,-1.515603612,-0.566474243,0.613163594,1.659401353,-1.331731613,-0.397835754,-0.779075528,1.612103008,0.725103666,1.105682085,-1.211991576,-0.136007533,0.362612288,0.478408788,0.048003769,-0.827501342,-0.229935546,-0.803653006,1.614021325,0.594201557,-0.258891217,-0.871481885,-1.168319492,-0.009564157,1.787916065,-2.26929876,-0.227668873,0.527978888,-0.216946415,0.757462374,-0.324866692,-0.762312135,-1.539384265,-0.639588738,-0.379236856,-0.756269327,-0.903745954,0.411645401,0.423266012,-0.634513879,0.406634534,-1.660167723,-1.669514356,0.329994413,0.642954114,0.669237379,1.295657096,1.369358085,-0.46928051,-0.321704504,0.93480983,1.196664488,1.180892003,-0.07031068,1.246391014,0.009564157,-0.861412872,-0.441536134,0.715558761
RNA,UBE2T,UBE2T_R,33932.03076,1.014374753,0.376704706,0.969779467,-1.199842078,-2.735879587,-0.559331293,0.892426254,-0.674056431,0.227312363,-3.410534142,-1.154292326,-1.376695725,-0.135908488,0.473385548,1.053015052,1.089799804,0.712198277,0.059389779,-1.307635623,-0.364612969,0.008017309,0.909615771,-1.050263319,-0.394203171,-1.989189536,1.457232269,-0.434534216,-0.113887687,-0.045420666,-0.1546134,1.147960083,0.301190459,-0.270470076,-1.603485172,0.082481885,-0.836178296,2.731360778,1.022622925,-2.158261969,-0.008017309,0.029798615,-0.170252587,1.879847609,-1.669786312,-3.74178942,-0.011955739,-1.217885817,0.031536181,-0.769174716,0.337103571,-1.031099955,0.086724202,-0.164573526,-0.775313385,-0.167413546,0.995109792,1.40777861,-0.190048363,0.90999912,-0.957527345,-1.874594899,0.556615241,1.334063105,0.935320303,-0.29283322,1.411368279,0.172679818,0.145405099,1.383109332,0.565129411,1.70981887,0.200059468,-0.332084908,0.178202419,-0.520384796,-0.581937877,0.075791211
Protein,ACTR3B,ACTR3B_P,171387.0425,-0.647206429,2.004939939,-0.188092479,0.898260852,0.260295544,-0.412806322,-1.311532506,-1.051469467,-0.003011388,0.076094469,-0.193199792,-0.045441602,-0.027811193,0.277167963,-1.131004919,1.491867715,-0.244790034,-1.288830889,0.595192763,-0.394077735,-1.359706787,-1.13007261,0.310785862,0.45298954,-1.630897332,0.414903227,-0.811189475,-1.650139922,0.33719924,2.270176619,-0.145703544,0.34415717,0.003011388,2.074379453,-0.939470468,0.33391698,0.226284484,-0.534528794,1.878244648,2.016065815,-1.10918058,0.039723051,1.648456822,2.243914489,-0.059841908,-1.376129305,0.170929937,-0.647899195,-0.809918555,-1.0458705,1.536243106,0.011359973,-0.999699729,-1.810811238,0.632055955,0.983572125,1.647552208,-0.385925152,0.044091487,1.598604602,-0.810188167,0.220679114,-1.002553944,-0.94671407,0.083292215,-0.611549945,-0.328524537,0.76143209,0.157434846,0.133212477,1.090557232,-0.719940902,-0.521940382,-1.338122813,1.287872072,2.11928859,-1.347351361
Protein,ANLN,ANLN_P,96791.05622,1.463459437,1.471079483,-0.040861036,-2.03342365,-0.813604739,-0.223222739,0.334259686,2.340886409,0.738318437,-1.885535083,-0.387738235,-1.571424095,-0.165710712,1.37386484,2.392479956,1.366051954,-0.682325525,0.528595468,-1.123721977,0.18794789,-0.402863004,0.951256967,-0.29968873,-0.867530873,-0.037637184,0.826686453,1.625360064,0.106657759,-1.084469412,0.151676272,0.037637184,-1.192838292,-0.531533907,-1.198061875,-0.12037455,-0.346050235,1.349329812,0.211236405,-0.743054556,-1.143060993,1.099356491,0.315173859,1.218806497,-1.397299033,-0.202327959,0.08530899,-2.458544447,0.213629044,-0.995701578,0.071147455,-0.284390682,-1.369279498,0.2089344,-0.646717821,1.020915468,1.895675237,0.449366148,-0.273334615,0.373896374,-0.495002737,-1.027473807,-0.400528452,-0.188841202,1.934655521,-0.059611919,0.675198839,0.960175481,-1.176205462,0.470465157,0.967435895,1.630372051,-0.971065834,0.903945314,-0.65495798,-1.328367916,0.370888391,0.703342396
Protein,BAG1,BAG1_P,1569.108527,0.141370574,-1.64375059,-0.136724125,0.026502084,0.220096766,0.246128042,0.514888641,-0.707879385,0.850738431,0.949701902,0.462092517,0.329480863,4.077065695,-0.710362652,-0.798609311,2.36560161,-0.292712167,2.751877941,-1.243777235,-1.288312389,0.43817207,0.319365624,0.939113145,1.298283734,-0.309787292,-0.16273385,-2.323408154,-0.621064394,0.806021985,0.218499297,-1.028333847,-0.22963298,0.9355872,2.266746262,-0.040139331,1.211415211,-0.641438473,-0.123117335,1.97553612,3.822625355,-0.772505356,0.43013851,-0.231165072,0.480361351,-0.217140865,-0.836997311,0.180334722,-0.940618512,-0.026502084,-0.771010341,-0.132990845,-1.201387518,0.244693528,2.683095958,-1.876856164,1.04084091,-0.664643639,0.221691752,2.898427467,0.262056109,0.810658422,-0.279354261,-0.037314267,-1.880766084,-0.249249241,-1.831368181,-1.161546432,1.098539336,-1.206843738,-0.791608013,-1.332538916,-0.516931304,0.361395555,-0.690556178,2.963442575,1.161371175,0.119517731
Protein,BLVRA,BLVRA_P,1412.497273,-1.109553713,-1.040920446,-1.036041797,0.87361077,-0.171788139,-0.320510632,1.152624572,-0.635240542,-1.050490939,-0.386601885,0.729725614,0.990182026,1.358765002,-0.282644083,0.027287949,-1.236328563,1.638879575,1.182035344,-0.257004582,1.233395544,0.144089481,-0.41609612,-0.027287949,0.483225633,-0.423781661,0.53981313,-1.979880152,0.363543165,-0.203515504,-1.988161602,-1.144927857,-0.171907108,0.447632011,1.806835914,-0.640959003,1.34662665,-1.004406173,1.133247961,0.249463518,0.784968762,-0.127161874,2.492373748,-2.52177436,-0.240959447,-0.516953902,-0.790837654,0.863895765,-1.752852144,0.549507701,0.713728508,1.186925684,-0.426151117,-0.749713316,1.167345408,-0.1083709,-0.951235971,1.485521467,1.241946779,0.040506388,0.077702998,0.227816143,-0.792038681,0.458392722,-0.437436151,-0.091299576,0.826450157,-0.510132876,1.061423751,-0.699908986,0.075972613,-1.136840612,0.607043436,0.10999032,-0.731659677,1.417591076,-2.220530564,0.849214414
