,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10
ZNF28,0.0797613576427292,4.74563055028766e-05,0.00162274414423958,4.2233043199816e-05,0.0277537407787993,0.182699277486548,0.102399588954918,0.367662367328603,0.000221740990961497,0.00602995702296856
ZSCAN20,0.000731822215638013,6.96168024352954e-05,0.0100203764987052,0.000143645404895231,0.000374790381667705,0.0593659436738,0.0296270092105356,0.301403380579198,4.75400537283946e-05,0.00286874779196874
ZNF32,0.0744995961981063,0.000136086590972351,0.00210445405940017,4.29857319972823e-05,0.00231668656104861,0.0161789280120628,0.0602150124213862,0.171424288519289,0.0001736784239547,0.0250379917064846
ZNF33A,0.0259213658663081,6.97158783205479e-05,0.0002205724898017,5.1760201598357e-05,0.0209765276934624,0.0773514173419348,0.0485299212538931,0.325241836478875,6.73799728999944e-05,0.107504938834033
ZNF33B,0.0690752392359291,2.09670276156324e-05,0.000775493761930288,3.24473707158666e-05,0.00785089028549815,0.0991327596997801,0.108758515467044,0.14718841456205,0.000139375494444128,0.0529490793920783
ZKSCAN1,0.177897886915993,8.93078246185556e-05,0.101241313535072,9.80488791712645e-05,0.227821199822636,0.204506671792489,0.142096608072895,0.273788023514403,0.000377930858207782,0.229749521270127
ZNF37A,0.0516805109234189,2.08874041215858e-05,0.000258778954429497,6.80001964994422e-05,0.00133970456750872,0.200841278298876,0.00597104332582358,0.268341501885044,4.84822027727953e-05,0.0282184918493043
ZSCAN21,0.0128418486532012,5.13808435224748e-05,0.031750519849595,0.000483507529321638,0.109711885891694,0.000227605789143204,0.0116266321235215,0.0247207254757577,5.12090722250763e-06,0.173099283876998
ZNF41,0.0693378130117518,0.00021088603600555,0.000206071466610448,0.000182499864857364,0.0848564344261237,0.0710253100430378,0.0439134419142583,0.232311604453176,0.000819078694505166,0.0769884865989482
MZF1,0.280848044313014,1.75693639900562e-05,0.00278063188914954,0.000139306785996914,0.00513432663746872,0.0241220030461024,0.0260355611187725,0.117519832644969,0.000403082047547293,0.290526594399223
ZNF43,0.24124832619046,3.16304164258875e-05,0.0141059384355994,2.49283778614909e-05,0.00882050102616076,0.000680529947474208,0.0973812190473104,0.247880639941566,0.000446320844215646,0.16942437136548
ZNF45,0.03302707851567,3.9764915537539e-05,0.000791584867806919,8.9968941532485e-05,0.03764624904985,0.0294482908596586,0.00295117861914826,0.248117717196398,0.000516556086644239,0.0132412816493134
ZBTB25,0.127063115542404,8.80771387182678e-06,0.148479462066453,0.000311629373516023,0.0210240216655884,0.00664339516156874,0.0256964735825089,0.0381990519083989,5.78734864799398e-05,0.19224907248663
ZNF66,0.0168576162454089,5.26400169975597e-05,0.00118288637059528,0.0003611626967484,0.00396842068652442,0.233729515898536,0.0868491077634127,0.236331457806705,0.00021265643520756,0.194440821841938
ZNF69,0.164793215624019,0.000146512445327662,0.0200616112975508,0.000281726681183952,0.00304687015360825,0.0408923880930228,0.17379783037234,0.143416740844917,0.00027073448200381,0.213575652855218
ZNF70,0.0207118238442414,0.000144041463530068,0.00195131031399987,0.000120929216109988,0.0357585453963261,0.0133551817226889,0.00376480108891292,0.0302671077929684,0.000769999456639982,0.13723762178556
ZNF74,0.215501057833019,0.000130587951827391,0.0149122343588261,0.000555410486123062,0.00152387259445844,0.00931293459127614,0.185688648383948,0.00887917863708561,0.000675699863874998,0.111018451633609
ZNF75D,0.0228514696373178,0.000134337747729535,0.0662049214902742,0.000621418355031052,0.00734372893385732,0.00133217652314976,0.00133973449019135,0.201780947787938,0.00030761585761577,0.179000368595477
ZNF75A,0.144187888232997,0.000116505277000719,0.00117279549410676,0.000625125788806004,0.0245265756988554,0.00309241553872459,0.168930860737306,0.0648192931954992,0.000102033549786627,0.245576997005631
ZNF76,0.0224469916822378,4.67893500788173e-05,0.000653243521139016,0.000138458862462807,0.0110117216988396,0.0596792515344763,0.015908566165143,0.008868547030386,9.11268696290236e-06,0.113500879694107
ZNF79,0.0916839042838813,9.72777530208563e-05,0.000735298668404553,9.20249233911852e-05,0.00791917227785026,0.026706191712957,0.0135536488599075,0.152493775643618,3.65692521528106e-05,0.109534137213756
ZNF84,0.011708331349218,0.000137032486906391,0.0131173890486225,0.000624935443238586,0.0177600697146929,0.00107330581095687,0.00154606258771065,0.207878552089082,0.00075366048209161,0.23324234656586
ZNF221,0.013786683272384,3.77456288740711e-05,0.00536951865892448,0.000354249064428677,0.0059530359299018,0.032055394302488,0.0783291663039631,0.286002853059634,0.000550464809072216,0.0557600318257078
ZNF85,0.0116687710871011,5.35367465547969e-06,0.0023103117561548,9.29166850018174e-05,0.0859143262005079,0.0166509899357289,0.0311413067805066,0.119181155237272,0.000315898907726327,0.165376676514967
ZNF90,0.00288952115015081,2.64995908478833e-05,0.0347673298137138,0.000140878650310557,0.00670652354464188,0.0194985673643795,0.102391831341936,0.164564295009086,0.000133138045647722,0.107623808927564
ZNF91,0.32971173441339,1.19085865879605e-05,0.0196576695496445,8.01921410197136e-05,0.00450529718532605,0.0843455365675874,0.00347777126457198,0.340975313542033,0.000338799309256756,0.12981028087183
ZNF222,0.00193660374402799,5.13840320957846e-05,0.0229354779831525,0.000216107215345598,0.0107700057562505,0.000609364892466718,0.0351906958656094,0.0269399674265125,0.000305284137964327,0.0345949061413448
ZNF121,0.207643914057903,7.81297634464471e-05,0.00497638070056929,8.66246752246036e-05,0.0119135668184655,0.0372901251340683,0.222356286015109,0.0330125357467059,0.000210420084805186,0.286012216100806
ZNF124,0.290435472657595,9.94751449664392e-05,0.00223022553985423,0.000741652974619659,0.00419631461708773,0.189549546151523,0.00574545241255572,0.196335277808211,0.000824997537790935,0.0949463803431277
ZNF131,0.0457345000651984,3.31453164003331e-05,8.61148045719152e-05,0.00045886440915956,0.0041659188023329,0.0720305475329004,0.114636983451176,0.126237789460739,8.31778113312971e-05,0.0817219219356325
ZNF132,0.0491836237215138,7.12734913515651e-05,0.00170329062754241,4.7515729609986e-06,0.0106629970690341,0.111168545875118,0.0989422849934657,0.021326927748819,0.000425112650609722,0.0143216429135274
ZNF133,0.10227531061169,0.000101272402510042,0.00270731625237229,9.96170682552507e-05,0.0250746400736546,0.00676686453888021,0.00886319599509951,0.0576705837606866,0.000252972526996214,0.370417264131027
ZNF134,0.0427966468053641,7.84830319561438e-05,0.00486948530397234,0.000296376230065052,0.0186634892387665,0.00457357963038117,0.155336998011367,0.102662556234359,0.00045862116111072,0.0239589855304546
ZNF135,0.0232003601630887,3.89646024810633e-05,0.00194165351484231,7.07081271499991e-05,0.0036235418602233,0.0108545378582368,0.0583073928928245,0.139111067109089,0.000148114401165923,0.125336050049351
ZNF136,0.113365415533046,0.000269864906904506,0.00313720602777014,0.000470317024952567,0.00609768840421358,0.0745521295125342,0.00473975446667283,0.244405937335256,0.000167350505770702,0.174871658130791
ZNF137P,0.032312384800552,0.000130523050647414,0.0030862529606516,0.000577606592910163,0.0147427745576794,0.104970046592796,0.0107361734180695,0.320000020804377,0.000150836273005979,0.246957763044271
ZNF138,0.206605022895754,0.000166889694367071,0.00966835736650379,0.000377142462429561,0.00116139905949771,0.255601163970326,0.00418380413283769,0.145208133453001,0.000157305450704569,0.234204878649355
ZNF140,0.00460719764265857,0.000308053254753244,0.00181884198815406,0.00076233838455156,0.0118845592434756,0.00502692204342671,0.00576927810514639,0.136948841247479,0.000342783056960149,0.150735193103243
ZNF141,0.109209429614264,1.78875595263087e-05,0.000252963149563936,0.000163188811412694,0.00640653745504024,0.112148666669451,0.0273479943450764,0.18757222619347,0.000319072176999772,0.211336227253333
ZNF142,0.00124213340863104,0.000110195738364315,0.0067252425729776,0.000499979179720587,0.00202818262165296,0.00845112769694442,0.000523791705039435,0.149976351207684,0.000486947222012728,0.120235237151443
ZNF143,0.0170347653535259,0.000128446491993067,0.00233470679085099,0.000268284126882777,0.00109956367566937,0.00798248654382978,0.000436686531991815,0.14830148393818,0.000506706827149613,0.0297112468127088
ZBTB16,0.12428013059508,9.15319479468284e-05,0.0161852693164281,0.000125954972744777,0.0143536109353161,0.0915503688606223,0.216536616232454,0.0414749520955995,1.66061173406696e-05,0.048247170401432
ZNF146,0.171179255175504,0.000233324258948589,0.000717522013015841,0.00035776111548429,0.000169847531318066,0.00261800640802259,0.115965339251439,0.271959123702801,0.000174936656401535,0.024950176188919
TRIM25,0.139097152605518,3.90664149385415e-05,0.0163925888128279,5.16974995102745e-05,0.0386826631904366,0.0165104663392926,0.223121208429428,0.293325331114235,0.000448908095623016,0.00276784945265666
ZNF148,0.00153450801849925,9.95071891205158e-05,0.000662973326345333,1.86885373665696e-05,0.0991481837062819,0.00575131742742944,0.00608178974157661,0.315154122819411,0.000240475507648137,0.00375700637694582
ZBTB17,0.0349449779567955,6.97915532906855e-06,0.152093769393669,0.000150905536959232,0.00100050113966749,0.00342603610822415,0.144943712956356,0.0444580055783953,0.000330144946582826,0.0782597956591557
ZNF154,0.0802429941664562,0.000157995342977727,0.0240547637347936,0.000472262055139442,0.00889436419917581,0.00963784556874455,0.150606368715557,0.156333859739955,0.000632144104803282,0.268381179670116
ZNF155,0.000318080772250506,0.000131838372641731,0.000766479920742801,3.29180813312363e-05,0.001219645449447,0.0554786371326192,0.0401709786889195,0.14738278921741,0.000968771827655876,0.113540965802426
VEZF1,0.244460231715876,0.000108648043225495,0.00219480366751421,0.000179081196263464,0.0369537593318567,0.148998342391991,0.0105442739866559,0.378458299981105,8.84305726239351e-05,0.162991009519135
ZNF165,0.00334335555086853,0.000106565964406155,0.00815012683318499,0.000244749094840093,0.0165279637805225,0.196146471980285,0.386361187867136,0.0713316620499646,0.000368546383269279,0.000953385284195192
ZNF174,0.172935171435669,0.000169900989154924,0.000295861917615684,0.000588387431903331,0.00953143303719737,0.0385475816746059,0.0452689017506723,0.0424657230417467,2.70064227476623e-05,0.0565764114422028
ZNF175,0.0202266468127542,1.96610585875305e-06,9.11804422071797e-05,1.90812690112945e-06,0.0112231320074916,0.031687672548524,0.19205365822161,0.145599365574827,0.000574300323116702,0.191848157798561
ZNF180,0.0196729684397904,0.000105138048560162,0.00032772823971761,0.00021628147170159,0.000522470474524727,0.109054770423683,0.00291487019012236,0.140652699612385,0.000574982685609977,0.0930941969301399
RNF113A,0.0128853209259501,0.000202089110197549,0.0617238779930598,0.000192284293284851,0.0038500122627175,0.0214712317476867,0.0387573089862223,0.122321394505929,2.52796653801279e-05,0.000927342579004678
ZNF184,0.10746500263908,4.15275508742171e-05,0.000389508336827673,0.000266010201489143,0.0677894015042887,0.0122613824410112,0.0796589265125471,0.241728014605411,0.000196959653854587,0.0223646619270391
ZNF185,0.0100388736975347,8.76144358237183e-05,0.00267041800942398,0.000169737584629516,0.00266512005818269,0.0504040938523305,0.0755662101955023,0.125915243306957,0.000123859932439197,0.0421170830200596
ZSCAN26,0.010558799302672,1.67146987137817e-05,0.000267345706923084,0.000134554998160406,0.000967822135216157,0.175777538670118,0.00298448539506108,0.0693895390341891,1.675152937073e-05,0.19603364838128
ZNF189,0.00377735473252236,7.10238952899448e-06,0.00293166405359561,0.000222018764552375,0.0096771820118024,0.00979624160339867,0.116343290182731,0.115022844946542,0.000145131908866649,0.0690219963613302
ZKSCAN8,0.000974365965885136,0.000115331128738596,0.00177233137178988,0.000399003550858233,0.00233103694309575,0.258507738474244,0.162715412776653,0.247227866701507,0.000152762455486354,0.202051419141828
ZSCAN9,0.0134253550127741,0.00010965074358153,0.00255519358021622,4.61185723714129e-05,0.0995642240118866,0.079281805522762,0.00659814793628844,0.0781064837698784,5.21300393755446e-05,0.193970375523499
ZNF195,0.0195699557522218,4.64664452143247e-05,0.000757257646128102,0.000134480428173525,0.00513127001151455,0.0186685134375802,0.0560302479483222,0.0210081251020365,0.000264265804281889,0.133541253386766
ZMYM2,0.0741013464245559,7.3290214265116e-05,0.00578163282113553,0.000107016699826204,0.0210101354885617,0.117788934838707,0.177719299838606,0.236176749281378,0.000570186062553962,0.137719289011786
ZNF200,0.00227131320586581,0.000230579531216107,0.00410161860000933,0.00100837008824578,0.0412848806127108,0.0771834578535792,0.137132024831807,0.06913364704036,0.000102500726639503,0.108153534301147
ZNF202,0.0645701888967088,0.000215290011370254,0.014262443046368,0.00038508287589258,0.00168878041461036,0.130171327511156,0.0353261708072727,0.0731420544921848,0.000705370833412154,0.185488350730703
ZNF204P,0.154768178169373,6.63830999612597e-05,0.011342846414974,7.69983214725696e-05,0.0157953597761905,0.103513179556021,0.190651241588569,0.0253195212476289,0.000281605804425366,0.0772378724873237
ZNF205,0.0810290854593881,3.36159300323158e-07,0.00726224587796389,0.000259786017469689,0.0117227393985337,0.0305694549515449,0.110582961492794,0.170233971190603,0.000353795252445433,0.121360073319427
ZNF207,0.00390357585499123,0.0004271805471361,0.00447319852977564,0.000105678174190842,0.00336191005405452,0.00445426663310642,0.0166543665662733,0.166373752493366,0.000817504363793086,0.0787896663341679
ZNF208,9.27922515679591e-05,3.35593726089738e-05,0.00424208090935242,0.000356039176319242,0.0022486303049633,0.00130925379690381,0.0152582273098188,0.0523473381886226,2.27575510291742e-06,0.111383719000112
ZNF213,0.133445110466236,0.000132827276946656,0.0211108622511232,0.000377610133234683,0.00149185305690116,0.0201758694302185,0.0206015110482934,0.0341147291984027,3.48865637525593e-05,0.0528782960136163
ZNF214,0.272558501516064,0.00014490144202473,0.00995258727811009,0.000131108272557303,0.00607717354390794,0.102871481632374,0.13892745566344,0.176253827656732,4.74477263622539e-05,0.0482276073764126
ZNF215,0.0063549896252258,0.00012671920215794,0.169714362141772,1.40840966201855e-05,0.00339614183822901,0.0590863274388161,0.133777611760234,0.0532675920106291,0.000396015548422885,0.0729101370544924
ZFAND5,0.130879826151596,7.79708006849252e-05,0.00213535228624862,2.33635803080332e-05,0.0117175368615263,0.00429734676880466,0.125232486565911,0.0364534063395464,0.000201766942254676,0.075114891295507
ZNF217,0.118204457353313,8.86615821172993e-05,0.00243846292788023,7.16459782380049e-05,0.00718546266371623,0.0570880369911979,0.0222369948841489,0.261574485417802,0.000286494969816082,0.00597046348513963
ZNF223,0.0104439978433387,5.77906547923839e-05,0.00151600246025291,0.000226988504865347,0.0584806733937357,0.00534037575464402,0.0311732487207084,0.134156934135113,0.000915127676128749,0.122081184799552
ZNF224,0.130364919129028,0.000138244700602125,0.0462040953189978,0.000623120178494855,0.00542033375791418,0.0492673628642632,0.0153443881474293,0.0317336248674022,0.000702097670348177,0.278023963771334
ZNF225,0.0530661432861416,4.26011829599583e-05,9.97038838318946e-05,8.11465265715323e-05,0.000950893131117786,0.0027304527409223,0.0365794439330427,0.113056762009482,0.00079555175774628,0.102912650758741
ZNF226,0.133135448926742,8.98486254743213e-05,0.00149919654698929,0.000169532761221946,0.0193463932859811,0.0341069803391182,0.0105290952533739,0.0616477752206673,0.00085049339455028,0.183116058431656
ZNF227,0.00413108390273958,0.000120570849683213,0.000497185521843412,5.41624102121399e-06,0.00205010731750572,0.111420732483538,0.017174584388765,0.162677770934224,0.000176060386982945,0.12798444194311
ZNF112,0.0142376639222937,0.000150141840040846,0.0446897620298123,0.000204526785938309,0.00321361462545671,0.132109970047884,0.0274984459365962,0.208500214733686,2.79585024641118e-05,0.0359139134058811
ZNF229,0.0551749361716712,2.10169855818366e-05,0.00246586277309997,0.000169376877435633,0.235787449884034,0.0391356086964367,0.106143831322439,0.0506995057150738,2.52003937323114e-05,0.0435280900269214
ZNF230,0.0796337050736015,7.66132284915176e-05,6.85366139029916e-05,0.000418641802640121,0.00488067739482908,0.00970580191957685,0.00891291659279187,0.0739227542866981,0.000794192493398442,0.139313098024239
ZNF232,0.152018583232258,0.000104060791493292,0.00119736089553726,0.000157116241771251,0.0569154393702169,0.308964354412785,0.233267649603173,0.0251633025167322,0.000313275563409388,0.110846526874474
ZNF236,0.0759231595495956,0.000167337285377898,0.000985170246690618,0.0001636996194909,0.00410450772963759,0.115371901196578,0.062906464739969,0.226634625014083,0.000524203283328002,0.179499575333233
SLC30A1,0.206708600968339,7.59587092155724e-05,0.0219700109152608,8.29570776638558e-05,0.00830059824229722,0.0506468512476312,0.0526236462725281,0.245925171742305,0.000330811694549858,0.129757950944634
SLC30A4,0.0295720530331153,9.91501093985176e-05,0.0756688304677476,9.96209221052961e-05,0.00123411304987632,0.0901479604937951,0.183994991696872,0.107304123995847,0.000459599490133831,0.103406084191701
ZP3,0.0362833507677229,5.30696770426381e-05,0.0337566987813109,1.39976665872746e-05,0.018973908661204,0.135258378002067,0.118869930138007,0.0138708432944819,0.000518214792238609,0.0870613193654741
MAP3K12,0.319503983552995,0.000119667199530251,0.000482495086632344,0.000361497906789933,0.0507736498416713,0.193017649568485,0.0836912903025842,0.0669132139431084,6.30170932238703e-05,0.152113150547182
ZXDA,0.0910950206048495,0.000190965249425817,9.24210074888635e-05,0.000836225613232693,0.00217446728944865,0.0029127535660407,0.0258031893989427,0.263870447275674,0.000340195583689504,0.0119686100563537
ZYX,0.267580972987395,9.29133082180305e-06,0.00300775569569986,2.20361224874345e-05,0.159959544516465,0.0319720498703862,0.138335897801076,0.0980051862586722,0.000246720504068613,0.0318984271032909
MEMO1,0.110796847442127,0.00018419167085223,0.000517501657844268,0.00087430999098465,0.000101786229028764,0.000327985061122807,0.00720829327949007,0.0210039277627373,0.000773324086076931,0.156159833388816
LUZP1,0.185609286979451,0.000145746033256865,0.0633079710553786,0.000665910741191508,0.0359606888966645,0.00287690863051491,0.223444777544914,0.255756463499978,0.000448474574528929,0.0653464172777191
PRDM2,0.0750773825964266,5.32599402007949e-06,0.138156942472866,0.000328645582779331,0.00632521310140645,0.0487543019161321,0.0429825143249405,0.338127935546731,9.72139382897817e-05,0.0850198052304733
DNALI1,0.85743954549681,4.09757896974694e-05,0.0543468649201157,0.000143034611454719,0.137767904203877,0.306159458472334,0.0365445797611842,0.0821452004853942,0.000112090848955081,0.0730285154733569
PTP4A1,0.104771701806326,3.35549734311341e-05,0.00770894454245763,0.000121504450317102,0.00440512029105952,0.0144935507395648,0.0342893619557868,0.199042009622477,0.000234714082802451,0.162299397321748
LRP8,0.369092749766903,3.10262379799577e-05,0.0766503640953776,4.25787723130759e-05,0.014206784081393,0.0556254885892907,0.377292873669009,0.0337470717946647,0.000128492060780761,0.0432372359408886
LAPTM5,0.000868112733419575,6.43429739572779e-05,0.650944040376122,0.000610116215923765,0.231818260312719,0.124188482828963,0.118304051956607,0.087750843575491,7.98279238707044e-05,0.114932626480153
CSDE1,0.189956132874862,0.000225463788537528,0.000796801276795845,0.000545178885662674,0.0291203032472074,0.0439127906043902,0.00201701883263501,0.179798108190518,0.000461095929651719,0.0386461243267362
EVI5,0.0321396037796961,0.000117934670783195,0.00452819869692864,0.000228617996613819,0.00152627769103467,0.0899170387911995,0.00646538832269865,0.179585632556929,0.000356478874594943,0.0216283038224453
DAP3,0.00374785374442399,0.000116370183250643,0.00183930346560947,0.000317882641486102,0.00152522801896873,0.0391782706547764,0.0948394821649385,0.0889799503250877,0.000535472565401393,0.00603604452405512
BTG2,0.485636803502787,4.33800409465859e-05,0.126667017227034,6.57339549872406e-05,0.00667564692026711,0.196465766830589,0.479116873673395,0.0913493833518732,0.000243976398394692,0.00391119933517392
PXDN,0.282119057863768,8.11777894912234e-05,0.00830671238669442,6.93844746630152e-05,0.469454820761141,0.12361718287883,0.335683766513069,0.0814509920127425,7.91645039332183e-05,0.0953895463126325
ALMS1,0.00824659431155391,4.51123419621116e-05,0.00187852344768518,0.000592792782867076,0.142785152237823,0.0265458359556995,0.00722180223918423,0.325102656765044,0.000337614182525119,0.064287839294506
MOGS,0.153702074710133,6.03391407485853e-05,0.00403112733597258,0.000205462352310381,0.171831874432767,0.0221542473723661,0.135152952264447,0.0195916744393043,0.000418432947724437,0.0267803384983517
RNF103,0.258860549934531,3.56154309883184e-05,0.00392609724108883,0.000193576930864361,0.0290071187629191,0.122939025631344,0.0635928256713932,0.0358368558632961,0.00030550517916038,0.00301098001758072
TUBA1A,0.209910918195923,2.56699171496101e-05,0.00421923000098592,0.000223040065618872,0.494066963251096,0.17904000794757,0.00282275868449756,0.0589562757799587,2.29891810616119e-05,0.0498552578098315
PAX8,0.0141359221182737,8.72124288862895e-05,0.0135042720090578,8.49577486951959e-05,0.00870585636950474,0.042615018943185,0.000449358568758388,0.0162606055844149,0.000226461196151397,0.110483900667513
MALL,0.3653952042706,7.64215874101084e-05,0.0106493196418287,3.84797630778395e-05,0.0369234396389047,0.0659823828411493,0.14753468275576,0.0273892645476164,0.000528525181898374,0.0406164131784869
CXCR4,0.0666921101280622,2.46390635502701e-05,0.543996387741549,7.72462027760728e-05,0.00294428385869496,0.0489372643863412,0.0332600568076761,0.154074880762423,7.02728520409203e-05,0.0505667049849457
FZD5,0.155595844690666,8.42357802605665e-05,0.0108665640529523,0.000154443871959347,0.125466710859148,0.00809066543610197,0.058515468337468,0.0264187975559471,6.66828408773594e-05,0.102529885227913
SCG2,0.0285561834934459,3.21107389672608e-05,0.00328611862142986,0.000197555792312985,0.144228551810934,0.0871163996324842,0.270476725137313,0.0285099853112999,6.82807225200339e-05,0.0917931199573578
BRPF1,0.111272171745088,1.05629275597706e-05,4.35997962491758e-05,7.62358794022803e-05,0.000765781018427138,0.131493833557987,0.125927254077636,0.133862374415382,0.000507814547999192,0.0818727062681376
IFRD2,0.0326780514321213,0.000108098697267042,0.00389238708999602,6.5548031381161e-05,0.00183023717033083,0.0310716495755681,0.149366965233846,0.016418769626932,0.000379677607357851,0.108806297169807
MAPKAPK3,0.0384739121456538,4.10530629596477e-05,0.000696151990192015,0.000153280191330581,0.0248116232082761,0.0307287490827401,0.0496103970190067,0.0319182480010712,0.000369224237428298,0.0519189970226603
SEMA3B,0.476163994817433,3.33526042684775e-05,0.0520131452647462,0.000155380735248055,0.0287234497322464,0.182428637067973,0.101925100480796,0.0665447952794579,4.11579035663648e-06,0.0654281370144854
SLMAP,0.168795609384841,6.09934164341601e-05,0.00336934407109901,0.00041384166661841,0.000526172256372063,0.0171546987036572,0.0153198052534889,0.297275960782869,0.000349848936730973,0.081167322965867
MANF,0.0363605027950426,6.54415196296727e-05,0.011775120540168,0.000149771661058782,0.0219564680521545,0.0819100671989106,0.181364140720154,0.0696461304363462,0.000139983390080046,0.164337737806768
USP7,0.122578634293229,6.61924723355227e-06,0.00206603346385062,0.000145486368037978,0.0179566301894374,0.0218465694861645,0.105058527375595,0.130899543212189,0.000162141522053588,0.0105079958035727
RAB7A,0.00200553822849753,0.000163556576494305,0.000396426752933876,0.000502395156430031,0.000207534550889757,0.00774707050641173,0.0697783190929706,0.0149318857568409,4.00838147114698e-05,0.0356141898032347
KCNAB1,0.141840196153617,0.000102863759024956,0.0254299013588287,0.000289921411753331,0.0832574389878523,0.100621097018234,0.155493293107517,0.0002279651937456,0.000346391871610744,0.0993245534729058
SLBP,0.149693591669542,6.02312937805941e-05,0.00442876815289623,9.20120119503579e-05,0.0291931295012013,0.0733680746874048,0.21593723100928,0.00761414648338312,0.000689058135714305,0.0016810629905394
ST8SIA4,0.0244423569603239,0.000116207845970356,0.3828370808714,0.000334523642527601,0.0410155150647549,0.007958547051646,0.187597297895006,0.00265383531615478,0.000152646724142317,0.0888532796954362
REEP5,0.446558934959567,5.85786277207565e-05,0.00844418107917502,0.000489504815412885,0.0106383979146399,0.0124119043482656,0.00878654405344132,0.00124031491780247,0.000180006652403599,0.0217447050848457
DEK,0.428455874292312,8.17754015126201e-05,0.0271625003832563,0.000346052933552874,0.0110166436249499,0.157060184527586,0.135773164929359,0.241600469747653,0.000202411968700274,0.0832404770440924
ALDH5A1,0.0847666251910254,9.27918658944035e-05,0.00862221598421016,7.51284132104512e-05,0.140027805791175,0.136296073456556,0.0713088624265803,0.0868350846105609,0.000168294495968688,0.0065786521197705
BAG6,0.104588875449729,6.06910257473935e-05,0.000261621118568715,7.52999931916408e-05,0.074460041286934,0.00424175169571092,0.0781042246631682,0.0168609733606645,0.000228668069659692,0.095140832873015
NELFE,0.0640520559363177,3.71376799795399e-05,0.000259894504275519,0.000412166612275145,0.000434668009490416,0.0956931629255713,0.178645731549008,0.124223981560762,6.12670266997064e-05,0.00800277264653914
PLA2G7,0.204438238394702,4.89136031552482e-05,0.583885332850837,1.67447005705307e-05,0.239945426417133,0.0304035348813628,0.219094942589005,0.0648523564121519,0.000379622778864539,0.0902389334336887
TFEB,0.16682737878079,2.66413054886633e-05,0.258974121873309,0.000106350470320855,0.141151480917214,0.134960600969542,0.161648075592713,0.163483102886094,0.000260866134277349,0.000610796132025468
EPM2A,0.053484404275512,0.000153233479976291,0.00586143077946829,0.000609824486770912,0.00718093370912637,0.0195458127507968,0.0118552095639077,0.145820002230734,0.000101615993123841,0.0294951779889097
AIMP2,0.00756665221658206,1.74337853752249e-05,0.00135286266485102,8.58477315504787e-05,0.000353297940578479,0.00922214322833056,0.190458397729062,0.00138316841950563,0.000256440869993772,0.214288688363734
MAFK,0.0613970304665039,3.31424965211431e-05,0.00503099374804957,3.01810148570581e-06,0.0518576578966574,0.000273588713511868,0.012811079072796,0.0240492431094466,3.39364358297767e-05,0.00794265288607713
FZD3,0.0142470883695691,8.49069646221809e-06,0.0658801936449204,0.000251475383809431,0.0144425032808973,0.0584954911379421,0.179045116231778,0.12668311171317,0.000213281914981747,0.0968944835781112
MTERF1,0.00843563303601923,0.000140027036177986,0.000504553082876593,0.000825258249690205,0.0146378562763044,0.0223596337390364,0.000368698484067639,0.0519667402088279,0.000251336312995923,0.192684658359097
SHFM1,0.14751690593661,4.15055665581723e-05,0.00550329150917949,0.000366249680726193,0.00969269409597541,0.0185657750821747,0.0861817538640891,0.288786827000187,0.000354535886029649,0.114422943597875
TFPI2,0.12488038419495,1.51475495953144e-05,0.00708532026890643,2.16479641366417e-05,0.0677948257952196,0.0311209833679831,0.0135825015957971,0.108221322251149,0.000156814914256485,0.0316103937060311
ST7,0.0387782049258451,5.28227143835083e-05,0.0137642004580252,0.000317998829746318,0.0497606620403738,0.0678158688042832,0.0211793811694766,0.0737388194266271,3.16127414538198e-07,0.094197325694417
ARHGEF5,0.0448455629663138,3.19167624769665e-05,0.147132798290776,0.000130920852627919,0.0154202987580436,0.104504689398433,0.139962205250691,0.161629859482102,0.000157485989694133,0.0239590324281817
ZNF212,0.0455169357890021,5.98629450507476e-05,0.046669111494598,0.000405716284056478,0.0239551669434792,0.0683753673863582,0.0395918540699082,0.0163095083929125,6.10147817741877e-05,0.234508745135919
TUSC3,0.37024621769822,1.81918273616603e-05,0.306537285050986,0.00017189604966752,0.153260101240135,0.227688017651475,0.00882347788574292,0.0769405579483164,0.000172373750471753,0.0891670911592529
UBXN8,0.1574588744167,8.80379720376431e-05,8.01428514164929e-05,3.87851251590921e-05,4.34866665541499e-05,0.0264155045723531,0.0925704361149192,0.0880136888067759,4.16428542615895e-05,0.0660241278278954
KAT6A,0.0053558182163695,0.000164639125605993,0.00274506646745487,0.000229988321774567,0.000204842470935677,0.0228173037127259,0.0739399675782349,0.415781694035016,0.000118429271321687,0.00936149447111989
NR4A3,0.317609365623289,3.83364533613132e-05,0.0353146178766218,0.000119687386430216,0.0131685117151789,0.143946993018297,0.242729841857239,0.168941247060103,9.4822391015864e-05,0.0699054562346924
BRD3,0.0160018000890681,8.38083603676525e-05,0.00125955851979088,0.000322825779052532,0.00208310137597926,0.155222155731843,0.0155052815986828,0.364534330894497,2.85551523484619e-05,0.049706636299755
NUP214,0.000840471892311706,4.88562964881501e-05,0.00116275077528063,0.00072770226807032,0.00173544692667591,0.0176804985223434,0.0022631041935135,0.230198177146111,0.000278654354479022,0.00219107398672744
STAM,0.0891015117630978,0.000321214069741729,0.00102110581089971,0.000549141079058216,0.132684745270464,0.00370273353155123,0.0973977858654453,0.194167372833116,0.000163866317263536,0.0130268726275815
